phase,kernel_index,kernel,label,duration_ms,l2_bandwidth_GBps,math_TOPS,tensor_TOPS,scalar_TOPS,op_class,arithmetic_intensity_ops_per_byte_L2,active_peak_TOPS
LLM full128,90,"void at::vectorized_elementwise_kernel<4, void at::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], std::array<char *, 2>>(int, T2, T3)",void at::vectorized_elementwise_,16.64,105.746154,2.0775385072293058,0.0,2.0775385072293058,scalar,19.646468723858323,10.54984704
LLM full128,91,"void at::reduce_kernel<512, 1, at::ReduceOp<float, at::MeanOps<float, float, float, float>, unsigned int, float, 4, 4>>(T3)","void at::reduce_kernel<512, 1, a",22.304,86.700143,1.7519189290941442,0.0,1.7519189290941442,scalar,20.206644054717927,7.27735808
LLM full128,92,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctorOnSelf_add<float>, std::array<char *, 2>>(int, T2, T3)",void at::vectorized_elementwise_,9.12,2.22807,0.017964917794999997,0.0,0.017964917794999997,scalar,8.062995235787024,7.60168448
LLM full128,94,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<float, float, float, binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","void at::elementwise_kernel<128,",21.728,83.220913,1.591045646397216,0.0,1.591045646397216,scalar,19.11833923760505,7.66142976
LLM full128,97,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","void at::elementwise_kernel<128,",19.872,52.748792,1.73964573091045,0.0,1.73964573091045,scalar,32.979821242360394,10.927948799999998
LLM full128,98,nvjet_sm110_tst_112x128_64x9_1x2_2cta_h_bz_TNN,nvjet_attention,81.376,330.703893,28.491601995137067,27.42048918600079,1.071112809136278,tensor,86.15441970360193,359.7191600471883
LLM full128,101,"void at::vectorized_elementwise_kernel<4, void at::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], std::array<char *, 2>>(int, T2, T3)",void at::vectorized_elementwise_,20.512,85.678627,1.6853666369520761,0.0,1.6853666369520761,scalar,19.670794175449103,5.26315008
LLM full128,102,"void at::reduce_kernel<512, 1, at::ReduceOp<float, at::MeanOps<float, float, float, float>, unsigned int, float, 4, 4>>(T3)","void at::reduce_kernel<512, 1, a",16.192,119.422925,6.4217392437537395,0.0,6.4217392437537395,scalar,53.7730862290782,10.73685504
LLM full128,103,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctorOnSelf_add<float>, std::array<char *, 2>>(int, T2, T3)",void at::vectorized_elementwise_,6.24,5.564103,0.10502551864376601,0.0,0.10502551864376601,scalar,18.87555256323724,11.22108928
LLM full128,105,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<float, float, float, binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","void at::elementwise_kernel<128,",23.936,77.001337,1.4442781071958202,0.0,1.4442781071958202,scalar,18.75653285339474,7.751168
LLM full128,108,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","void at::elementwise_kernel<128,",21.664,44.782866,1.59574596687545,0.0,1.59574596687545,scalar,35.63295763329328,6.598476799999999
LLM full128,109,nvjet_sm110_tst_112x128_64x9_1x2_2cta_h_bz_TNN,nvjet_attention,68.384,203.914366,17.844529735230605,17.17368273280299,0.670847002427616,tensor,87.509919410144,301.4618624239588
LLM full128,112,"void at::vectorized_elementwise_kernel<4, void at::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], std::array<char *, 2>>(int, T2, T3)",void at::vectorized_elementwise_,13.536,65.990544,1.276974009544914,0.0,1.276974009544914,scalar,19.35086350470022,5.15748352
LLM full128,113,"void at::reduce_kernel<512, 1, at::ReduceOp<float, at::MeanOps<float, float, float, float>, unsigned int, float, 4, 4>>(T3)","void at::reduce_kernel<512, 1, a",15.232,70.090336,3.4199579966223412,0.0,3.4199579966223412,scalar,48.79357400458662,6.12185088
LLM full128,114,"void at::vectorized_elementwise_kernel<4, at::CUDAFunctorOnSelf_add<float>, std::array<char *, 2>>(int, T2, T3)",void at::vectorized_elementwise_,9.344,2.729452,0.03506844994422,0.0,0.03506844994422,scalar,12.848165105750166,3.33249536
LLM full128,116,"void at::elementwise_kernel<128, 2, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<float, float, float, binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","void at::elementwise_kernel<128,",16.928,56.183365,1.0210963628787462,0.0,1.0210963628787462,scalar,18.174353972545898,6.74719232
LLM full128,119,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","void at::elementwise_kernel<128,",36.512,14.709904,0.47340931507136697,0.0,0.47340931507136697,scalar,32.18303226665292,3.67468544
LLM full128,120,nvjet_sm110_tst_112x128_64x9_1x2_2cta_h_bz_TNN,nvjet_attention,45.184,306.418555,27.00691215544489,25.99161473087819,1.0152974245667001,tensor,88.1373262642169,496.49858356940507
LLM full128,121,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","void at::elementwise_kernel<128,",41.056,28.6212,0.8420265104086151,0.0,0.8420265104086151,scalar,29.419678783860046,3.73317632
LLM full128,124,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","void at::elementwise_kernel<128,",25.28,62.653165,1.3674936597167038,0.0,1.3674936597167038,scalar,21.826409882353172,5.13936384
LLM full128,125,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::CUDAFunctor_add<c10::BFloat16>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","void at::elementwise_kernel<128,",19.968,91.625,3.46256407345866,0.0,3.46256407345866,scalar,37.790603803095884,7.216614399999999
LLM full128,126,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)","void at::elementwise_kernel<128,",14.464,44.084071,1.19504420873502,0.0,1.19504420873502,scalar,27.108299701609226,8.662123520000002
