mode,from_label,to_label,success,write_overhead_ms,feedback_ms,stable_ms,status_repr
cpu,1.566GHz,1.836GHz,1,0.401639,9.209921,20.960917,"{'policy0': {'min_khz': 1836000, 'max_khz': 1836000, 'cur_khz': 1836000}, 'policy10': {'min_khz': 1836000, 'max_khz': 1836000, 'cur_khz': 1836000}, 'policy12': {'min_khz': 1836000, 'max_khz': 1836000, 'cur_khz': 1836000}, 'policy2': {'min_khz': 1836000, 'max_khz': 1836000, 'cur_khz': 1836000}, 'policy4': {'min_khz': 1836000, 'max_khz': 1836000, 'cur_khz': 1836000}, 'policy6': {'min_khz': 1836000, 'max_khz': 1836000, 'cur_khz': 1836000}, 'policy8': {'min_khz': 1836000, 'max_khz': 1836000, 'cur_khz': 1836000}}"
cpu,1.566GHz,2.160GHz,1,0.402362,8.323059,19.918787,"{'policy0': {'min_khz': 2160000, 'max_khz': 2160000, 'cur_khz': 2160000}, 'policy10': {'min_khz': 2160000, 'max_khz': 2160000, 'cur_khz': 2160000}, 'policy12': {'min_khz': 2160000, 'max_khz': 2160000, 'cur_khz': 2160000}, 'policy2': {'min_khz': 2160000, 'max_khz': 2160000, 'cur_khz': 2160000}, 'policy4': {'min_khz': 2160000, 'max_khz': 2160000, 'cur_khz': 2160000}, 'policy6': {'min_khz': 2160000, 'max_khz': 2160000, 'cur_khz': 2160000}, 'policy8': {'min_khz': 2160000, 'max_khz': 2160000, 'cur_khz': 2160000}}"
cpu,1.566GHz,2.430GHz,1,0.558731,1.919964,17.325517,"{'policy0': {'min_khz': 2430000, 'max_khz': 2430000, 'cur_khz': 2430000}, 'policy10': {'min_khz': 2430000, 'max_khz': 2430000, 'cur_khz': 2430000}, 'policy12': {'min_khz': 2430000, 'max_khz': 2430000, 'cur_khz': 2430000}, 'policy2': {'min_khz': 2430000, 'max_khz': 2430000, 'cur_khz': 2430000}, 'policy4': {'min_khz': 2430000, 'max_khz': 2430000, 'cur_khz': 2430000}, 'policy6': {'min_khz': 2430000, 'max_khz': 2430000, 'cur_khz': 2430000}, 'policy8': {'min_khz': 2430000, 'max_khz': 2430000, 'cur_khz': 2430000}}"
cpu,1.566GHz,2.601GHz,1,0.583416,2.554195,14.845238,"{'policy0': {'min_khz': 2601000, 'max_khz': 2601000, 'cur_khz': 2601000}, 'policy10': {'min_khz': 2601000, 'max_khz': 2601000, 'cur_khz': 2601000}, 'policy12': {'min_khz': 2601000, 'max_khz': 2601000, 'cur_khz': 2601000}, 'policy2': {'min_khz': 2601000, 'max_khz': 2601000, 'cur_khz': 2601000}, 'policy4': {'min_khz': 2601000, 'max_khz': 2601000, 'cur_khz': 2601000}, 'policy6': {'min_khz': 2601000, 'max_khz': 2601000, 'cur_khz': 2601000}, 'policy8': {'min_khz': 2601000, 'max_khz': 2601000, 'cur_khz': 2601000}}"
cpu,1.836GHz,default,1,0.702899,14.891092,38.268491,"{'policy0': {'min_khz': 54000, 'max_khz': 2601000, 'cur_khz': 324000}, 'policy10': {'min_khz': 54000, 'max_khz': 2601000, 'cur_khz': 54000}, 'policy12': {'min_khz': 54000, 'max_khz': 2601000, 'cur_khz': 54000}, 'policy2': {'min_khz': 54000, 'max_khz': 2601000, 'cur_khz': 54000}, 'policy4': {'min_khz': 54000, 'max_khz': 2601000, 'cur_khz': 162000}, 'policy6': {'min_khz': 54000, 'max_khz': 2601000, 'cur_khz': 54000}, 'policy8': {'min_khz': 54000, 'max_khz': 2601000, 'cur_khz': 54000}}"
cpu,1.836GHz,648MHz,1,0.511102,11.415663,25.234058,"{'policy0': {'min_khz': 648000, 'max_khz': 648000, 'cur_khz': 648000}, 'policy10': {'min_khz': 648000, 'max_khz': 648000, 'cur_khz': 648000}, 'policy12': {'min_khz': 648000, 'max_khz': 648000, 'cur_khz': 648000}, 'policy2': {'min_khz': 648000, 'max_khz': 648000, 'cur_khz': 648000}, 'policy4': {'min_khz': 648000, 'max_khz': 648000, 'cur_khz': 648000}, 'policy6': {'min_khz': 648000, 'max_khz': 648000, 'cur_khz': 648000}, 'policy8': {'min_khz': 648000, 'max_khz': 648000, 'cur_khz': 648000}}"
cpu,1.836GHz,972MHz,1,0.937575,3.37403,17.310537,"{'policy0': {'min_khz': 972000, 'max_khz': 972000, 'cur_khz': 972000}, 'policy10': {'min_khz': 972000, 'max_khz': 972000, 'cur_khz': 972000}, 'policy12': {'min_khz': 972000, 'max_khz': 972000, 'cur_khz': 972000}, 'policy2': {'min_khz': 972000, 'max_khz': 972000, 'cur_khz': 972000}, 'policy4': {'min_khz': 972000, 'max_khz': 972000, 'cur_khz': 972000}, 'policy6': {'min_khz': 972000, 'max_khz': 972000, 'cur_khz': 972000}, 'policy8': {'min_khz': 972000, 'max_khz': 972000, 'cur_khz': 972000}}"
cpu,1.836GHz,1.242GHz,1,0.585343,3.01653,16.444999,"{'policy0': {'min_khz': 1242000, 'max_khz': 1242000, 'cur_khz': 1242000}, 'policy10': {'min_khz': 1242000, 'max_khz': 1242000, 'cur_khz': 1242000}, 'policy12': {'min_khz': 1242000, 'max_khz': 1242000, 'cur_khz': 1242000}, 'policy2': {'min_khz': 1242000, 'max_khz': 1242000, 'cur_khz': 1242000}, 'policy4': {'min_khz': 1242000, 'max_khz': 1242000, 'cur_khz': 1242000}, 'policy6': {'min_khz': 1242000, 'max_khz': 1242000, 'cur_khz': 1242000}, 'policy8': {'min_khz': 1242000, 'max_khz': 1242000, 'cur_khz': 1242000}}"
cpu,1.836GHz,1.566GHz,1,0.336333,9.464059,22.169935,"{'policy0': {'min_khz': 1566000, 'max_khz': 1566000, 'cur_khz': 1566000}, 'policy10': {'min_khz': 1566000, 'max_khz': 1566000, 'cur_khz': 1566000}, 'policy12': {'min_khz': 1566000, 'max_khz': 1566000, 'cur_khz': 1566000}, 'policy2': {'min_khz': 1566000, 'max_khz': 1566000, 'cur_khz': 1566000}, 'policy4': {'min_khz': 1566000, 'max_khz': 1566000, 'cur_khz': 1566000}, 'policy6': {'min_khz': 1566000, 'max_khz': 1566000, 'cur_khz': 1566000}, 'policy8': {'min_khz': 1566000, 'max_khz': 1566000, 'cur_khz': 1566000}}"
cpu,1.836GHz,1.836GHz,1,0.390222,1.907964,15.218349,"{'policy0': {'min_khz': 1836000, 'max_khz': 1836000, 'cur_khz': 1836000}, 'policy10': {'min_khz': 1836000, 'max_khz': 1836000, 'cur_khz': 1836000}, 'policy12': {'min_khz': 1836000, 'max_khz': 1836000, 'cur_khz': 1836000}, 'policy2': {'min_khz': 1836000, 'max_khz': 1836000, 'cur_khz': 1836000}, 'policy4': {'min_khz': 1836000, 'max_khz': 1836000, 'cur_khz': 1836000}, 'policy6': {'min_khz': 1836000, 'max_khz': 1836000, 'cur_khz': 1836000}, 'policy8': {'min_khz': 1836000, 'max_khz': 1836000, 'cur_khz': 1836000}}"
cpu,1.836GHz,2.160GHz,1,0.702492,2.456066,14.645248,"{'policy0': {'min_khz': 2160000, 'max_khz': 2160000, 'cur_khz': 2160000}, 'policy10': {'min_khz': 2160000, 'max_khz': 2160000, 'cur_khz': 2160000}, 'policy12': {'min_khz': 2160000, 'max_khz': 2160000, 'cur_khz': 2160000}, 'policy2': {'min_khz': 2160000, 'max_khz': 2160000, 'cur_khz': 2160000}, 'policy4': {'min_khz': 2160000, 'max_khz': 2160000, 'cur_khz': 2160000}, 'policy6': {'min_khz': 2160000, 'max_khz': 2160000, 'cur_khz': 2160000}, 'policy8': {'min_khz': 2160000, 'max_khz': 2160000, 'cur_khz': 2160000}}"
cpu,1.836GHz,2.430GHz,1,0.371815,8.246384,20.264158,"{'policy0': {'min_khz': 2430000, 'max_khz': 2430000, 'cur_khz': 2430000}, 'policy10': {'min_khz': 2430000, 'max_khz': 2430000, 'cur_khz': 2430000}, 'policy12': {'min_khz': 2430000, 'max_khz': 2430000, 'cur_khz': 2430000}, 'policy2': {'min_khz': 2430000, 'max_khz': 2430000, 'cur_khz': 2430000}, 'policy4': {'min_khz': 2430000, 'max_khz': 2430000, 'cur_khz': 2430000}, 'policy6': {'min_khz': 2430000, 'max_khz': 2430000, 'cur_khz': 2430000}, 'policy8': {'min_khz': 2430000, 'max_khz': 2430000, 'cur_khz': 2430000}}"
cpu,1.836GHz,2.601GHz,1,0.585926,2.164788,14.106071,"{'policy0': {'min_khz': 2601000, 'max_khz': 2601000, 'cur_khz': 2601000}, 'policy10': {'min_khz': 2601000, 'max_khz': 2601000, 'cur_khz': 2601000}, 'policy12': {'min_khz': 2601000, 'max_khz': 2601000, 'cur_khz': 2601000}, 'policy2': {'min_khz': 2601000, 'max_khz': 2601000, 'cur_khz': 2601000}, 'policy4': {'min_khz': 2601000, 'max_khz': 2601000, 'cur_khz': 2601000}, 'policy6': {'min_khz': 2601000, 'max_khz': 2601000, 'cur_khz': 2601000}, 'policy8': {'min_khz': 2601000, 'max_khz': 2601000, 'cur_khz': 2601000}}"
cpu,2.160GHz,default,1,0.665371,6.12642,31.313849,"{'policy0': {'min_khz': 54000, 'max_khz': 2601000, 'cur_khz': 54000}, 'policy10': {'min_khz': 54000, 'max_khz': 2601000, 'cur_khz': 54000}, 'policy12': {'min_khz': 54000, 'max_khz': 2601000, 'cur_khz': 324000}, 'policy2': {'min_khz': 54000, 'max_khz': 2601000, 'cur_khz': 54000}, 'policy4': {'min_khz': 54000, 'max_khz': 2601000, 'cur_khz': 54000}, 'policy6': {'min_khz': 54000, 'max_khz': 2601000, 'cur_khz': 54000}, 'policy8': {'min_khz': 54000, 'max_khz': 2601000, 'cur_khz': 54000}}"
cpu,2.160GHz,648MHz,1,0.419824,11.361542,26.022577,"{'policy0': {'min_khz': 648000, 'max_khz': 648000, 'cur_khz': 648000}, 'policy10': {'min_khz': 648000, 'max_khz': 648000, 'cur_khz': 648000}, 'policy12': {'min_khz': 648000, 'max_khz': 648000, 'cur_khz': 648000}, 'policy2': {'min_khz': 648000, 'max_khz': 648000, 'cur_khz': 648000}, 'policy4': {'min_khz': 648000, 'max_khz': 648000, 'cur_khz': 648000}, 'policy6': {'min_khz': 648000, 'max_khz': 648000, 'cur_khz': 648000}, 'policy8': {'min_khz': 648000, 'max_khz': 648000, 'cur_khz': 648000}}"
cpu,2.160GHz,972MHz,1,0.360389,9.137931,22.940771,"{'policy0': {'min_khz': 972000, 'max_khz': 972000, 'cur_khz': 972000}, 'policy10': {'min_khz': 972000, 'max_khz': 972000, 'cur_khz': 972000}, 'policy12': {'min_khz': 972000, 'max_khz': 972000, 'cur_khz': 972000}, 'policy2': {'min_khz': 972000, 'max_khz': 972000, 'cur_khz': 972000}, 'policy4': {'min_khz': 972000, 'max_khz': 972000, 'cur_khz': 972000}, 'policy6': {'min_khz': 972000, 'max_khz': 972000, 'cur_khz': 972000}, 'policy8': {'min_khz': 972000, 'max_khz': 972000, 'cur_khz': 972000}}"
cpu,2.160GHz,1.242GHz,1,0.533899,2.048418,15.410794,"{'policy0': {'min_khz': 1242000, 'max_khz': 1242000, 'cur_khz': 1242000}, 'policy10': {'min_khz': 1242000, 'max_khz': 1242000, 'cur_khz': 1242000}, 'policy12': {'min_khz': 1242000, 'max_khz': 1242000, 'cur_khz': 1242000}, 'policy2': {'min_khz': 1242000, 'max_khz': 1242000, 'cur_khz': 1242000}, 'policy4': {'min_khz': 1242000, 'max_khz': 1242000, 'cur_khz': 1242000}, 'policy6': {'min_khz': 1242000, 'max_khz': 1242000, 'cur_khz': 1242000}, 'policy8': {'min_khz': 1242000, 'max_khz': 1242000, 'cur_khz': 1242000}}"
cpu,2.160GHz,1.566GHz,1,0.365584,7.940977,19.955954,"{'policy0': {'min_khz': 1566000, 'max_khz': 1566000, 'cur_khz': 1566000}, 'policy10': {'min_khz': 1566000, 'max_khz': 1566000, 'cur_khz': 1566000}, 'policy12': {'min_khz': 1566000, 'max_khz': 1566000, 'cur_khz': 1566000}, 'policy2': {'min_khz': 1566000, 'max_khz': 1566000, 'cur_khz': 1566000}, 'policy4': {'min_khz': 1566000, 'max_khz': 1566000, 'cur_khz': 1566000}, 'policy6': {'min_khz': 1566000, 'max_khz': 1566000, 'cur_khz': 1566000}, 'policy8': {'min_khz': 1566000, 'max_khz': 1566000, 'cur_khz': 1566000}}"
cpu,2.160GHz,1.836GHz,1,0.351584,12.108357,24.979892,"{'policy0': {'min_khz': 1836000, 'max_khz': 1836000, 'cur_khz': 1836000}, 'policy10': {'min_khz': 1836000, 'max_khz': 1836000, 'cur_khz': 1836000}, 'policy12': {'min_khz': 1836000, 'max_khz': 1836000, 'cur_khz': 1836000}, 'policy2': {'min_khz': 1836000, 'max_khz': 1836000, 'cur_khz': 1836000}, 'policy4': {'min_khz': 1836000, 'max_khz': 1836000, 'cur_khz': 1836000}, 'policy6': {'min_khz': 1836000, 'max_khz': 1836000, 'cur_khz': 1836000}, 'policy8': {'min_khz': 1836000, 'max_khz': 1836000, 'cur_khz': 1836000}}"
cpu,2.160GHz,2.160GHz,1,0.310231,1.823834,16.450832,"{'policy0': {'min_khz': 2160000, 'max_khz': 2160000, 'cur_khz': 2160000}, 'policy10': {'min_khz': 2160000, 'max_khz': 2160000, 'cur_khz': 2160000}, 'policy12': {'min_khz': 2160000, 'max_khz': 2160000, 'cur_khz': 2160000}, 'policy2': {'min_khz': 2160000, 'max_khz': 2160000, 'cur_khz': 2160000}, 'policy4': {'min_khz': 2160000, 'max_khz': 2160000, 'cur_khz': 2160000}, 'policy6': {'min_khz': 2160000, 'max_khz': 2160000, 'cur_khz': 2160000}, 'policy8': {'min_khz': 2160000, 'max_khz': 2160000, 'cur_khz': 2160000}}"
cpu,2.160GHz,2.430GHz,1,0.316575,7.682318,19.021888,"{'policy0': {'min_khz': 2430000, 'max_khz': 2430000, 'cur_khz': 2430000}, 'policy10': {'min_khz': 2430000, 'max_khz': 2430000, 'cur_khz': 2430000}, 'policy12': {'min_khz': 2430000, 'max_khz': 2430000, 'cur_khz': 2430000}, 'policy2': {'min_khz': 2430000, 'max_khz': 2430000, 'cur_khz': 2430000}, 'policy4': {'min_khz': 2430000, 'max_khz': 2430000, 'cur_khz': 2430000}, 'policy6': {'min_khz': 2430000, 'max_khz': 2430000, 'cur_khz': 2430000}, 'policy8': {'min_khz': 2430000, 'max_khz': 2430000, 'cur_khz': 2430000}}"
cpu,2.160GHz,2.601GHz,1,0.313935,0.950639,12.459033,"{'policy0': {'min_khz': 2601000, 'max_khz': 2601000, 'cur_khz': 2601000}, 'policy10': {'min_khz': 2601000, 'max_khz': 2601000, 'cur_khz': 2601000}, 'policy12': {'min_khz': 2601000, 'max_khz': 2601000, 'cur_khz': 2601000}, 'policy2': {'min_khz': 2601000, 'max_khz': 2601000, 'cur_khz': 2601000}, 'policy4': {'min_khz': 2601000, 'max_khz': 2601000, 'cur_khz': 2601000}, 'policy6': {'min_khz': 2601000, 'max_khz': 2601000, 'cur_khz': 2601000}, 'policy8': {'min_khz': 2601000, 'max_khz': 2601000, 'cur_khz': 2601000}}"
cpu,2.430GHz,default,1,0.60025,6.549207,33.185802,"{'policy0': {'min_khz': 54000, 'max_khz': 2601000, 'cur_khz': 324000}, 'policy10': {'min_khz': 54000, 'max_khz': 2601000, 'cur_khz': 54000}, 'policy12': {'min_khz': 54000, 'max_khz': 2601000, 'cur_khz': 108000}, 'policy2': {'min_khz': 54000, 'max_khz': 2601000, 'cur_khz': 54000}, 'policy4': {'min_khz': 54000, 'max_khz': 2601000, 'cur_khz': 54000}, 'policy6': {'min_khz': 54000, 'max_khz': 2601000, 'cur_khz': 54000}, 'policy8': {'min_khz': 54000, 'max_khz': 2601000, 'cur_khz': 108000}}"
cpu,2.430GHz,648MHz,1,0.308815,11.086144,25.211474,"{'policy0': {'min_khz': 648000, 'max_khz': 648000, 'cur_khz': 648000}, 'policy10': {'min_khz': 648000, 'max_khz': 648000, 'cur_khz': 648000}, 'policy12': {'min_khz': 648000, 'max_khz': 648000, 'cur_khz': 648000}, 'policy2': {'min_khz': 648000, 'max_khz': 648000, 'cur_khz': 648000}, 'policy4': {'min_khz': 648000, 'max_khz': 648000, 'cur_khz': 648000}, 'policy6': {'min_khz': 648000, 'max_khz': 648000, 'cur_khz': 648000}, 'policy8': {'min_khz': 648000, 'max_khz': 648000, 'cur_khz': 648000}}"
cpu,2.430GHz,972MHz,1,0.339824,8.129207,21.184787,"{'policy0': {'min_khz': 972000, 'max_khz': 972000, 'cur_khz': 972000}, 'policy10': {'min_khz': 972000, 'max_khz': 972000, 'cur_khz': 972000}, 'policy12': {'min_khz': 972000, 'max_khz': 972000, 'cur_khz': 972000}, 'policy2': {'min_khz': 972000, 'max_khz': 972000, 'cur_khz': 972000}, 'policy4': {'min_khz': 972000, 'max_khz': 972000, 'cur_khz': 972000}, 'policy6': {'min_khz': 972000, 'max_khz': 972000, 'cur_khz': 972000}, 'policy8': {'min_khz': 972000, 'max_khz': 972000, 'cur_khz': 972000}}"
cpu,2.430GHz,1.242GHz,1,0.272213,9.566624,22.135223,"{'policy0': {'min_khz': 1242000, 'max_khz': 1242000, 'cur_khz': 1242000}, 'policy10': {'min_khz': 1242000, 'max_khz': 1242000, 'cur_khz': 1242000}, 'policy12': {'min_khz': 1242000, 'max_khz': 1242000, 'cur_khz': 1242000}, 'policy2': {'min_khz': 1242000, 'max_khz': 1242000, 'cur_khz': 1242000}, 'policy4': {'min_khz': 1242000, 'max_khz': 1242000, 'cur_khz': 1242000}, 'policy6': {'min_khz': 1242000, 'max_khz': 1242000, 'cur_khz': 1242000}, 'policy8': {'min_khz': 1242000, 'max_khz': 1242000, 'cur_khz': 1242000}}"
cpu,2.430GHz,1.566GHz,1,1.080732,3.713002,17.033471,"{'policy0': {'min_khz': 1566000, 'max_khz': 1566000, 'cur_khz': 1566000}, 'policy10': {'min_khz': 1566000, 'max_khz': 1566000, 'cur_khz': 1566000}, 'policy12': {'min_khz': 1566000, 'max_khz': 1566000, 'cur_khz': 1566000}, 'policy2': {'min_khz': 1566000, 'max_khz': 1566000, 'cur_khz': 1566000}, 'policy4': {'min_khz': 1566000, 'max_khz': 1566000, 'cur_khz': 1566000}, 'policy6': {'min_khz': 1566000, 'max_khz': 1566000, 'cur_khz': 1566000}, 'policy8': {'min_khz': 1566000, 'max_khz': 1566000, 'cur_khz': 1566000}}"
cpu,2.430GHz,1.836GHz,1,0.358362,8.415411,20.456779,"{'policy0': {'min_khz': 1836000, 'max_khz': 1836000, 'cur_khz': 1836000}, 'policy10': {'min_khz': 1836000, 'max_khz': 1836000, 'cur_khz': 1836000}, 'policy12': {'min_khz': 1836000, 'max_khz': 1836000, 'cur_khz': 1836000}, 'policy2': {'min_khz': 1836000, 'max_khz': 1836000, 'cur_khz': 1836000}, 'policy4': {'min_khz': 1836000, 'max_khz': 1836000, 'cur_khz': 1836000}, 'policy6': {'min_khz': 1836000, 'max_khz': 1836000, 'cur_khz': 1836000}, 'policy8': {'min_khz': 1836000, 'max_khz': 1836000, 'cur_khz': 1836000}}"
cpu,2.430GHz,2.160GHz,1,0.266241,7.490485,19.338454,"{'policy0': {'min_khz': 2160000, 'max_khz': 2160000, 'cur_khz': 2160000}, 'policy10': {'min_khz': 2160000, 'max_khz': 2160000, 'cur_khz': 2160000}, 'policy12': {'min_khz': 2160000, 'max_khz': 2160000, 'cur_khz': 2160000}, 'policy2': {'min_khz': 2160000, 'max_khz': 2160000, 'cur_khz': 2160000}, 'policy4': {'min_khz': 2160000, 'max_khz': 2160000, 'cur_khz': 2160000}, 'policy6': {'min_khz': 2160000, 'max_khz': 2160000, 'cur_khz': 2160000}, 'policy8': {'min_khz': 2160000, 'max_khz': 2160000, 'cur_khz': 2160000}}"
cpu,2.430GHz,2.430GHz,1,0.252148,0.832287,12.572117,"{'policy0': {'min_khz': 2430000, 'max_khz': 2430000, 'cur_khz': 2430000}, 'policy10': {'min_khz': 2430000, 'max_khz': 2430000, 'cur_khz': 2430000}, 'policy12': {'min_khz': 2430000, 'max_khz': 2430000, 'cur_khz': 2430000}, 'policy2': {'min_khz': 2430000, 'max_khz': 2430000, 'cur_khz': 2430000}, 'policy4': {'min_khz': 2430000, 'max_khz': 2430000, 'cur_khz': 2430000}, 'policy6': {'min_khz': 2430000, 'max_khz': 2430000, 'cur_khz': 2430000}, 'policy8': {'min_khz': 2430000, 'max_khz': 2430000, 'cur_khz': 2430000}}"
cpu,2.430GHz,2.601GHz,1,0.744482,1.874242,13.857571,"{'policy0': {'min_khz': 2601000, 'max_khz': 2601000, 'cur_khz': 2601000}, 'policy10': {'min_khz': 2601000, 'max_khz': 2601000, 'cur_khz': 2601000}, 'policy12': {'min_khz': 2601000, 'max_khz': 2601000, 'cur_khz': 2601000}, 'policy2': {'min_khz': 2601000, 'max_khz': 2601000, 'cur_khz': 2601000}, 'policy4': {'min_khz': 2601000, 'max_khz': 2601000, 'cur_khz': 2601000}, 'policy6': {'min_khz': 2601000, 'max_khz': 2601000, 'cur_khz': 2601000}, 'policy8': {'min_khz': 2601000, 'max_khz': 2601000, 'cur_khz': 2601000}}"
cpu,2.601GHz,default,1,0.529306,15.359508,43.360631,"{'policy0': {'min_khz': 54000, 'max_khz': 2601000, 'cur_khz': 324000}, 'policy10': {'min_khz': 54000, 'max_khz': 2601000, 'cur_khz': 54000}, 'policy12': {'min_khz': 54000, 'max_khz': 2601000, 'cur_khz': 54000}, 'policy2': {'min_khz': 54000, 'max_khz': 2601000, 'cur_khz': 54000}, 'policy4': {'min_khz': 54000, 'max_khz': 2601000, 'cur_khz': 54000}, 'policy6': {'min_khz': 54000, 'max_khz': 2601000, 'cur_khz': 54000}, 'policy8': {'min_khz': 54000, 'max_khz': 2601000, 'cur_khz': 54000}}"
cpu,2.601GHz,648MHz,1,0.299148,9.51467,23.881353,"{'policy0': {'min_khz': 648000, 'max_khz': 648000, 'cur_khz': 648000}, 'policy10': {'min_khz': 648000, 'max_khz': 648000, 'cur_khz': 648000}, 'policy12': {'min_khz': 648000, 'max_khz': 648000, 'cur_khz': 648000}, 'policy2': {'min_khz': 648000, 'max_khz': 648000, 'cur_khz': 648000}, 'policy4': {'min_khz': 648000, 'max_khz': 648000, 'cur_khz': 648000}, 'policy6': {'min_khz': 648000, 'max_khz': 648000, 'cur_khz': 648000}, 'policy8': {'min_khz': 648000, 'max_khz': 648000, 'cur_khz': 648000}}"
cpu,2.601GHz,972MHz,1,0.483324,1.689696,15.230202,"{'policy0': {'min_khz': 972000, 'max_khz': 972000, 'cur_khz': 972000}, 'policy10': {'min_khz': 972000, 'max_khz': 972000, 'cur_khz': 972000}, 'policy12': {'min_khz': 972000, 'max_khz': 972000, 'cur_khz': 972000}, 'policy2': {'min_khz': 972000, 'max_khz': 972000, 'cur_khz': 972000}, 'policy4': {'min_khz': 972000, 'max_khz': 972000, 'cur_khz': 972000}, 'policy6': {'min_khz': 972000, 'max_khz': 972000, 'cur_khz': 972000}, 'policy8': {'min_khz': 972000, 'max_khz': 972000, 'cur_khz': 972000}}"
cpu,2.601GHz,1.242GHz,1,0.434352,1.45312,13.761645,"{'policy0': {'min_khz': 1242000, 'max_khz': 1242000, 'cur_khz': 1242000}, 'policy10': {'min_khz': 1242000, 'max_khz': 1242000, 'cur_khz': 1242000}, 'policy12': {'min_khz': 1242000, 'max_khz': 1242000, 'cur_khz': 1242000}, 'policy2': {'min_khz': 1242000, 'max_khz': 1242000, 'cur_khz': 1242000}, 'policy4': {'min_khz': 1242000, 'max_khz': 1242000, 'cur_khz': 1242000}, 'policy6': {'min_khz': 1242000, 'max_khz': 1242000, 'cur_khz': 1242000}, 'policy8': {'min_khz': 1242000, 'max_khz': 1242000, 'cur_khz': 1242000}}"
cpu,2.601GHz,1.566GHz,1,0.361269,10.88719,23.36689,"{'policy0': {'min_khz': 1566000, 'max_khz': 1566000, 'cur_khz': 1566000}, 'policy10': {'min_khz': 1566000, 'max_khz': 1566000, 'cur_khz': 1566000}, 'policy12': {'min_khz': 1566000, 'max_khz': 1566000, 'cur_khz': 1566000}, 'policy2': {'min_khz': 1566000, 'max_khz': 1566000, 'cur_khz': 1566000}, 'policy4': {'min_khz': 1566000, 'max_khz': 1566000, 'cur_khz': 1566000}, 'policy6': {'min_khz': 1566000, 'max_khz': 1566000, 'cur_khz': 1566000}, 'policy8': {'min_khz': 1566000, 'max_khz': 1566000, 'cur_khz': 1566000}}"
cpu,2.601GHz,1.836GHz,1,0.487768,1.772575,14.281358,"{'policy0': {'min_khz': 1836000, 'max_khz': 1836000, 'cur_khz': 1836000}, 'policy10': {'min_khz': 1836000, 'max_khz': 1836000, 'cur_khz': 1836000}, 'policy12': {'min_khz': 1836000, 'max_khz': 1836000, 'cur_khz': 1836000}, 'policy2': {'min_khz': 1836000, 'max_khz': 1836000, 'cur_khz': 1836000}, 'policy4': {'min_khz': 1836000, 'max_khz': 1836000, 'cur_khz': 1836000}, 'policy6': {'min_khz': 1836000, 'max_khz': 1836000, 'cur_khz': 1836000}, 'policy8': {'min_khz': 1836000, 'max_khz': 1836000, 'cur_khz': 1836000}}"
cpu,2.601GHz,2.160GHz,1,0.835992,1.758353,14.117054,"{'policy0': {'min_khz': 2160000, 'max_khz': 2160000, 'cur_khz': 2160000}, 'policy10': {'min_khz': 2160000, 'max_khz': 2160000, 'cur_khz': 2160000}, 'policy12': {'min_khz': 2160000, 'max_khz': 2160000, 'cur_khz': 2160000}, 'policy2': {'min_khz': 2160000, 'max_khz': 2160000, 'cur_khz': 2160000}, 'policy4': {'min_khz': 2160000, 'max_khz': 2160000, 'cur_khz': 2160000}, 'policy6': {'min_khz': 2160000, 'max_khz': 2160000, 'cur_khz': 2160000}, 'policy8': {'min_khz': 2160000, 'max_khz': 2160000, 'cur_khz': 2160000}}"
cpu,2.601GHz,2.430GHz,1,0.250565,7.005134,18.794148,"{'policy0': {'min_khz': 2430000, 'max_khz': 2430000, 'cur_khz': 2430000}, 'policy10': {'min_khz': 2430000, 'max_khz': 2430000, 'cur_khz': 2430000}, 'policy12': {'min_khz': 2430000, 'max_khz': 2430000, 'cur_khz': 2430000}, 'policy2': {'min_khz': 2430000, 'max_khz': 2430000, 'cur_khz': 2430000}, 'policy4': {'min_khz': 2430000, 'max_khz': 2430000, 'cur_khz': 2430000}, 'policy6': {'min_khz': 2430000, 'max_khz': 2430000, 'cur_khz': 2430000}, 'policy8': {'min_khz': 2430000, 'max_khz': 2430000, 'cur_khz': 2430000}}"
cpu,2.601GHz,2.601GHz,1,0.236667,1.842696,14.00435,"{'policy0': {'min_khz': 2601000, 'max_khz': 2601000, 'cur_khz': 2601000}, 'policy10': {'min_khz': 2601000, 'max_khz': 2601000, 'cur_khz': 2601000}, 'policy12': {'min_khz': 2601000, 'max_khz': 2601000, 'cur_khz': 2601000}, 'policy2': {'min_khz': 2601000, 'max_khz': 2601000, 'cur_khz': 2601000}, 'policy4': {'min_khz': 2601000, 'max_khz': 2601000, 'cur_khz': 2601000}, 'policy6': {'min_khz': 2601000, 'max_khz': 2601000, 'cur_khz': 2601000}, 'policy8': {'min_khz': 2601000, 'max_khz': 2601000, 'cur_khz': 2601000}}"
