axis,from_label,to_label,success,write_total_ms,per_write_sum_ms,write_op_count,feedback_ms,post_write_to_first_match_ms,stable_extra_ms,usable_stable_ms,poll_count,read_total_ms,read_mean_per_poll_ms,last_status_json
cpu,972MHz,1.836GHz,1,1.258908,0.484155,14,7.025795,5.766887,2.439639,9.465434,3,5.235842,1.7452806666666667,"{""policy0"": {""cur_khz"": 1836000, ""max_khz"": 1836000, ""min_khz"": 1836000}, ""policy10"": {""cur_khz"": 1836000, ""max_khz"": 1836000, ""min_khz"": 1836000}, ""policy12"": {""cur_khz"": 1836000, ""max_khz"": 1836000, ""min_khz"": 1836000}, ""policy2"": {""cur_khz"": 1836000, ""max_khz"": 1836000, ""min_khz"": 1836000}, ""policy4"": {""cur_khz"": 1836000, ""max_khz"": 1836000, ""min_khz"": 1836000}, ""policy6"": {""cur_khz"": 1836000, ""max_khz"": 1836000, ""min_khz"": 1836000}, ""policy8"": {""cur_khz"": 1836000, ""max_khz"": 1836000, ""min_khz"": 1836000}}"
cpu,972MHz,2.160GHz,1,1.74225,0.992622,14,3.93487,2.19262,2.83149,6.76636,2,3.435806,1.717903,"{""policy0"": {""cur_khz"": 2160000, ""max_khz"": 2160000, ""min_khz"": 2160000}, ""policy10"": {""cur_khz"": 2160000, ""max_khz"": 2160000, ""min_khz"": 2160000}, ""policy12"": {""cur_khz"": 2160000, ""max_khz"": 2160000, ""min_khz"": 2160000}, ""policy2"": {""cur_khz"": 2160000, ""max_khz"": 2160000, ""min_khz"": 2160000}, ""policy4"": {""cur_khz"": 2160000, ""max_khz"": 2160000, ""min_khz"": 2160000}, ""policy6"": {""cur_khz"": 2160000, ""max_khz"": 2160000, ""min_khz"": 2160000}, ""policy8"": {""cur_khz"": 2160000, ""max_khz"": 2160000, ""min_khz"": 2160000}}"
cpu,972MHz,2.430GHz,1,1.242971,0.470471,14,9.738887,8.495916,2.288592,12.027479,3,7.9022,2.6340666666666666,"{""policy0"": {""cur_khz"": 2430000, ""max_khz"": 2430000, ""min_khz"": 2430000}, ""policy10"": {""cur_khz"": 2430000, ""max_khz"": 2430000, ""min_khz"": 2430000}, ""policy12"": {""cur_khz"": 2430000, ""max_khz"": 2430000, ""min_khz"": 2430000}, ""policy2"": {""cur_khz"": 2430000, ""max_khz"": 2430000, ""min_khz"": 2430000}, ""policy4"": {""cur_khz"": 2430000, ""max_khz"": 2430000, ""min_khz"": 2430000}, ""policy6"": {""cur_khz"": 2430000, ""max_khz"": 2430000, ""min_khz"": 2430000}, ""policy8"": {""cur_khz"": 2430000, ""max_khz"": 2430000, ""min_khz"": 2430000}}"
cpu,972MHz,2.601GHz,1,1.575972,0.783555,14,2.620231,1.044259,2.491648,5.111879,2,2.0579549999999998,1.0289774999999999,"{""policy0"": {""cur_khz"": 2601000, ""max_khz"": 2601000, ""min_khz"": 2601000}, ""policy10"": {""cur_khz"": 2601000, ""max_khz"": 2601000, ""min_khz"": 2601000}, ""policy12"": {""cur_khz"": 2601000, ""max_khz"": 2601000, ""min_khz"": 2601000}, ""policy2"": {""cur_khz"": 2601000, ""max_khz"": 2601000, ""min_khz"": 2601000}, ""policy4"": {""cur_khz"": 2601000, ""max_khz"": 2601000, ""min_khz"": 2601000}, ""policy6"": {""cur_khz"": 2601000, ""max_khz"": 2601000, ""min_khz"": 2601000}, ""policy8"": {""cur_khz"": 2601000, ""max_khz"": 2601000, ""min_khz"": 2601000}}"
cpu,1.242GHz,648MHz,1,1.057675,0.409831,14,8.965628,7.907953,3.548612,12.51424,3,7.009769,2.336589666666667,"{""policy0"": {""cur_khz"": 648000, ""max_khz"": 648000, ""min_khz"": 648000}, ""policy10"": {""cur_khz"": 648000, ""max_khz"": 648000, ""min_khz"": 648000}, ""policy12"": {""cur_khz"": 648000, ""max_khz"": 648000, ""min_khz"": 648000}, ""policy2"": {""cur_khz"": 648000, ""max_khz"": 648000, ""min_khz"": 648000}, ""policy4"": {""cur_khz"": 648000, ""max_khz"": 648000, ""min_khz"": 648000}, ""policy6"": {""cur_khz"": 648000, ""max_khz"": 648000, ""min_khz"": 648000}, ""policy8"": {""cur_khz"": 648000, ""max_khz"": 648000, ""min_khz"": 648000}}"
cpu,1.242GHz,972MHz,1,1.844834,1.231574,14,3.945278,2.100444,3.466981,7.412259,2,3.430034,1.715017,"{""policy0"": {""cur_khz"": 972000, ""max_khz"": 972000, ""min_khz"": 972000}, ""policy10"": {""cur_khz"": 972000, ""max_khz"": 972000, ""min_khz"": 972000}, ""policy12"": {""cur_khz"": 972000, ""max_khz"": 972000, ""min_khz"": 972000}, ""policy2"": {""cur_khz"": 972000, ""max_khz"": 972000, ""min_khz"": 972000}, ""policy4"": {""cur_khz"": 972000, ""max_khz"": 972000, ""min_khz"": 972000}, ""policy6"": {""cur_khz"": 972000, ""max_khz"": 972000, ""min_khz"": 972000}, ""policy8"": {""cur_khz"": 972000, ""max_khz"": 972000, ""min_khz"": 972000}}"
cpu,1.242GHz,1.566GHz,1,1.092092,0.398603,14,6.84211,5.750018,2.347926,9.190036,3,4.961883,1.653961,"{""policy0"": {""cur_khz"": 1566000, ""max_khz"": 1566000, ""min_khz"": 1566000}, ""policy10"": {""cur_khz"": 1566000, ""max_khz"": 1566000, ""min_khz"": 1566000}, ""policy12"": {""cur_khz"": 1566000, ""max_khz"": 1566000, ""min_khz"": 1566000}, ""policy2"": {""cur_khz"": 1566000, ""max_khz"": 1566000, ""min_khz"": 1566000}, ""policy4"": {""cur_khz"": 1566000, ""max_khz"": 1566000, ""min_khz"": 1566000}, ""policy6"": {""cur_khz"": 1566000, ""max_khz"": 1566000, ""min_khz"": 1566000}, ""policy8"": {""cur_khz"": 1566000, ""max_khz"": 1566000, ""min_khz"": 1566000}}"
cpu,1.242GHz,1.836GHz,1,1.780815,1.16101,14,3.441564,1.660749,2.919509,6.361073,2,2.943915,1.4719575,"{""policy0"": {""cur_khz"": 1836000, ""max_khz"": 1836000, ""min_khz"": 1836000}, ""policy10"": {""cur_khz"": 1836000, ""max_khz"": 1836000, ""min_khz"": 1836000}, ""policy12"": {""cur_khz"": 1836000, ""max_khz"": 1836000, ""min_khz"": 1836000}, ""policy2"": {""cur_khz"": 1836000, ""max_khz"": 1836000, ""min_khz"": 1836000}, ""policy4"": {""cur_khz"": 1836000, ""max_khz"": 1836000, ""min_khz"": 1836000}, ""policy6"": {""cur_khz"": 1836000, ""max_khz"": 1836000, ""min_khz"": 1836000}, ""policy8"": {""cur_khz"": 1836000, ""max_khz"": 1836000, ""min_khz"": 1836000}}"
cpu,1.242GHz,2.160GHz,1,1.181583,0.414769,14,5.819592,4.638009,2.018602,7.838194,3,3.6370839999999998,1.2123613333333332,"{""policy0"": {""cur_khz"": 2160000, ""max_khz"": 2160000, ""min_khz"": 2160000}, ""policy10"": {""cur_khz"": 2160000, ""max_khz"": 2160000, ""min_khz"": 2160000}, ""policy12"": {""cur_khz"": 2160000, ""max_khz"": 2160000, ""min_khz"": 2160000}, ""policy2"": {""cur_khz"": 2160000, ""max_khz"": 2160000, ""min_khz"": 2160000}, ""policy4"": {""cur_khz"": 2160000, ""max_khz"": 2160000, ""min_khz"": 2160000}, ""policy6"": {""cur_khz"": 2160000, ""max_khz"": 2160000, ""min_khz"": 2160000}, ""policy8"": {""cur_khz"": 2160000, ""max_khz"": 2160000, ""min_khz"": 2160000}}"
cpu,1.242GHz,2.430GHz,1,1.930915,1.225562,14,3.254471,1.323556,2.378139,5.63261,2,2.132315,1.0661575,"{""policy0"": {""cur_khz"": 2430000, ""max_khz"": 2430000, ""min_khz"": 2430000}, ""policy10"": {""cur_khz"": 2430000, ""max_khz"": 2430000, ""min_khz"": 2430000}, ""policy12"": {""cur_khz"": 2430000, ""max_khz"": 2430000, ""min_khz"": 2430000}, ""policy2"": {""cur_khz"": 2430000, ""max_khz"": 2430000, ""min_khz"": 2430000}, ""policy4"": {""cur_khz"": 2430000, ""max_khz"": 2430000, ""min_khz"": 2430000}, ""policy6"": {""cur_khz"": 2430000, ""max_khz"": 2430000, ""min_khz"": 2430000}, ""policy8"": {""cur_khz"": 2430000, ""max_khz"": 2430000, ""min_khz"": 2430000}}"
cpu,1.242GHz,2.601GHz,1,1.027454,0.39226,14,5.356435,4.328981,1.764286,7.120721,3,3.294531,1.098177,"{""policy0"": {""cur_khz"": 2601000, ""max_khz"": 2601000, ""min_khz"": 2601000}, ""policy10"": {""cur_khz"": 2601000, ""max_khz"": 2601000, ""min_khz"": 2601000}, ""policy12"": {""cur_khz"": 2601000, ""max_khz"": 2601000, ""min_khz"": 2601000}, ""policy2"": {""cur_khz"": 2601000, ""max_khz"": 2601000, ""min_khz"": 2601000}, ""policy4"": {""cur_khz"": 2601000, ""max_khz"": 2601000, ""min_khz"": 2601000}, ""policy6"": {""cur_khz"": 2601000, ""max_khz"": 2601000, ""min_khz"": 2601000}, ""policy8"": {""cur_khz"": 2601000, ""max_khz"": 2601000, ""min_khz"": 2601000}}"
cpu,1.566GHz,648MHz,1,0.832231,0.320836,14,8.096796,7.264565,3.237258,11.334054,3,6.2490250000000005,2.0830083333333334,"{""policy0"": {""cur_khz"": 648000, ""max_khz"": 648000, ""min_khz"": 648000}, ""policy10"": {""cur_khz"": 648000, ""max_khz"": 648000, ""min_khz"": 648000}, ""policy12"": {""cur_khz"": 648000, ""max_khz"": 648000, ""min_khz"": 648000}, ""policy2"": {""cur_khz"": 648000, ""max_khz"": 648000, ""min_khz"": 648000}, ""policy4"": {""cur_khz"": 648000, ""max_khz"": 648000, ""min_khz"": 648000}, ""policy6"": {""cur_khz"": 648000, ""max_khz"": 648000, ""min_khz"": 648000}, ""policy8"": {""cur_khz"": 648000, ""max_khz"": 648000, ""min_khz"": 648000}}"
cpu,1.566GHz,972MHz,1,0.962379,0.331379,14,9.728221,8.765842,2.819481,12.547702,3,7.958725999999999,2.6529086666666664,"{""policy0"": {""cur_khz"": 972000, ""max_khz"": 972000, ""min_khz"": 972000}, ""policy10"": {""cur_khz"": 972000, ""max_khz"": 972000, ""min_khz"": 972000}, ""policy12"": {""cur_khz"": 972000, ""max_khz"": 972000, ""min_khz"": 972000}, ""policy2"": {""cur_khz"": 972000, ""max_khz"": 972000, ""min_khz"": 972000}, ""policy4"": {""cur_khz"": 972000, ""max_khz"": 972000, ""min_khz"": 972000}, ""policy6"": {""cur_khz"": 972000, ""max_khz"": 972000, ""min_khz"": 972000}, ""policy8"": {""cur_khz"": 972000, ""max_khz"": 972000, ""min_khz"": 972000}}"
cpu,1.566GHz,1.242GHz,1,1.69573,1.146446,14,3.776628,2.080898,2.835185,6.611813,2,3.052727,1.5263635,"{""policy0"": {""cur_khz"": 1242000, ""max_khz"": 1242000, ""min_khz"": 1242000}, ""policy10"": {""cur_khz"": 1242000, ""max_khz"": 1242000, ""min_khz"": 1242000}, ""policy12"": {""cur_khz"": 1242000, ""max_khz"": 1242000, ""min_khz"": 1242000}, ""policy2"": {""cur_khz"": 1242000, ""max_khz"": 1242000, ""min_khz"": 1242000}, ""policy4"": {""cur_khz"": 1242000, ""max_khz"": 1242000, ""min_khz"": 1242000}, ""policy6"": {""cur_khz"": 1242000, ""max_khz"": 1242000, ""min_khz"": 1242000}, ""policy8"": {""cur_khz"": 1242000, ""max_khz"": 1242000, ""min_khz"": 1242000}}"
cpu,1.566GHz,1.836GHz,1,1.130008,0.6318779999999999,14,2.572554,1.442546,3.22475,5.797304,2,3.053936,1.526968,"{""policy0"": {""cur_khz"": 1836000, ""max_khz"": 1836000, ""min_khz"": 1836000}, ""policy10"": {""cur_khz"": 1836000, ""max_khz"": 1836000, ""min_khz"": 1836000}, ""policy12"": {""cur_khz"": 1836000, ""max_khz"": 1836000, ""min_khz"": 1836000}, ""policy2"": {""cur_khz"": 1836000, ""max_khz"": 1836000, ""min_khz"": 1836000}, ""policy4"": {""cur_khz"": 1836000, ""max_khz"": 1836000, ""min_khz"": 1836000}, ""policy6"": {""cur_khz"": 1836000, ""max_khz"": 1836000, ""min_khz"": 1836000}, ""policy8"": {""cur_khz"": 1836000, ""max_khz"": 1836000, ""min_khz"": 1836000}}"
cpu,1.566GHz,2.160GHz,1,0.822695,0.32415700000000003,14,7.156675,6.33398,2.428945,9.58562,3,5.237336,1.7457786666666666,"{""policy0"": {""cur_khz"": 2160000, ""max_khz"": 2160000, ""min_khz"": 2160000}, ""policy10"": {""cur_khz"": 2160000, ""max_khz"": 2160000, ""min_khz"": 2160000}, ""policy12"": {""cur_khz"": 2160000, ""max_khz"": 2160000, ""min_khz"": 2160000}, ""policy2"": {""cur_khz"": 2160000, ""max_khz"": 2160000, ""min_khz"": 2160000}, ""policy4"": {""cur_khz"": 2160000, ""max_khz"": 2160000, ""min_khz"": 2160000}, ""policy6"": {""cur_khz"": 2160000, ""max_khz"": 2160000, ""min_khz"": 2160000}, ""policy8"": {""cur_khz"": 2160000, ""max_khz"": 2160000, ""min_khz"": 2160000}}"
cpu,1.566GHz,2.430GHz,1,0.891805,0.34465999999999997,14,5.962295,5.07049,2.283185,8.24548,3,4.570977,1.523659,"{""policy0"": {""cur_khz"": 2430000, ""max_khz"": 2430000, ""min_khz"": 2430000}, ""policy10"": {""cur_khz"": 2430000, ""max_khz"": 2430000, ""min_khz"": 2430000}, ""policy12"": {""cur_khz"": 2430000, ""max_khz"": 2430000, ""min_khz"": 2430000}, ""policy2"": {""cur_khz"": 2430000, ""max_khz"": 2430000, ""min_khz"": 2430000}, ""policy4"": {""cur_khz"": 2430000, ""max_khz"": 2430000, ""min_khz"": 2430000}, ""policy6"": {""cur_khz"": 2430000, ""max_khz"": 2430000, ""min_khz"": 2430000}, ""policy8"": {""cur_khz"": 2430000, ""max_khz"": 2430000, ""min_khz"": 2430000}}"
cpu,1.566GHz,2.601GHz,1,0.807315,0.31274,14,5.51,4.702685,1.991435,7.501435,3,3.968944,1.3229813333333333,"{""policy0"": {""cur_khz"": 2601000, ""max_khz"": 2601000, ""min_khz"": 2601000}, ""policy10"": {""cur_khz"": 2601000, ""max_khz"": 2601000, ""min_khz"": 2601000}, ""policy12"": {""cur_khz"": 2601000, ""max_khz"": 2601000, ""min_khz"": 2601000}, ""policy2"": {""cur_khz"": 2601000, ""max_khz"": 2601000, ""min_khz"": 2601000}, ""policy4"": {""cur_khz"": 2601000, ""max_khz"": 2601000, ""min_khz"": 2601000}, ""policy6"": {""cur_khz"": 2601000, ""max_khz"": 2601000, ""min_khz"": 2601000}, ""policy8"": {""cur_khz"": 2601000, ""max_khz"": 2601000, ""min_khz"": 2601000}}"
cpu,1.836GHz,648MHz,1,1.183158,0.756558,14,3.962102,2.778944,4.075814,8.037916,2,4.390609,2.1953045,"{""policy0"": {""cur_khz"": 648000, ""max_khz"": 648000, ""min_khz"": 648000}, ""policy10"": {""cur_khz"": 648000, ""max_khz"": 648000, ""min_khz"": 648000}, ""policy12"": {""cur_khz"": 648000, ""max_khz"": 648000, ""min_khz"": 648000}, ""policy2"": {""cur_khz"": 648000, ""max_khz"": 648000, ""min_khz"": 648000}, ""policy4"": {""cur_khz"": 648000, ""max_khz"": 648000, ""min_khz"": 648000}, ""policy6"": {""cur_khz"": 648000, ""max_khz"": 648000, ""min_khz"": 648000}, ""policy8"": {""cur_khz"": 648000, ""max_khz"": 648000, ""min_khz"": 648000}}"
cpu,1.836GHz,972MHz,1,0.691232,0.267585,14,7.028351,6.337119,3.087639,10.11599,3,5.879645,1.9598816666666667,"{""policy0"": {""cur_khz"": 972000, ""max_khz"": 972000, ""min_khz"": 972000}, ""policy10"": {""cur_khz"": 972000, ""max_khz"": 972000, ""min_khz"": 972000}, ""policy12"": {""cur_khz"": 972000, ""max_khz"": 972000, ""min_khz"": 972000}, ""policy2"": {""cur_khz"": 972000, ""max_khz"": 972000, ""min_khz"": 972000}, ""policy4"": {""cur_khz"": 972000, ""max_khz"": 972000, ""min_khz"": 972000}, ""policy6"": {""cur_khz"": 972000, ""max_khz"": 972000, ""min_khz"": 972000}, ""policy8"": {""cur_khz"": 972000, ""max_khz"": 972000, ""min_khz"": 972000}}"
cpu,1.836GHz,1.242GHz,1,1.207676,0.775896,14,3.399232,2.191556,3.299102,6.698334,2,3.6811740000000004,1.8405870000000002,"{""policy0"": {""cur_khz"": 1242000, ""max_khz"": 1242000, ""min_khz"": 1242000}, ""policy10"": {""cur_khz"": 1242000, ""max_khz"": 1242000, ""min_khz"": 1242000}, ""policy12"": {""cur_khz"": 1242000, ""max_khz"": 1242000, ""min_khz"": 1242000}, ""policy2"": {""cur_khz"": 1242000, ""max_khz"": 1242000, ""min_khz"": 1242000}, ""policy4"": {""cur_khz"": 1242000, ""max_khz"": 1242000, ""min_khz"": 1242000}, ""policy6"": {""cur_khz"": 1242000, ""max_khz"": 1242000, ""min_khz"": 1242000}, ""policy8"": {""cur_khz"": 1242000, ""max_khz"": 1242000, ""min_khz"": 1242000}}"
cpu,1.836GHz,1.566GHz,1,1.445897,0.799701,14,3.249888,1.803991,2.877222,6.12711,2,2.916915,1.4584575,"{""policy0"": {""cur_khz"": 1566000, ""max_khz"": 1566000, ""min_khz"": 1566000}, ""policy10"": {""cur_khz"": 1566000, ""max_khz"": 1566000, ""min_khz"": 1566000}, ""policy12"": {""cur_khz"": 1566000, ""max_khz"": 1566000, ""min_khz"": 1566000}, ""policy2"": {""cur_khz"": 1566000, ""max_khz"": 1566000, ""min_khz"": 1566000}, ""policy4"": {""cur_khz"": 1566000, ""max_khz"": 1566000, ""min_khz"": 1566000}, ""policy6"": {""cur_khz"": 1566000, ""max_khz"": 1566000, ""min_khz"": 1566000}, ""policy8"": {""cur_khz"": 1566000, ""max_khz"": 1566000, ""min_khz"": 1566000}}"
cpu,1.836GHz,2.160GHz,1,0.750694,0.28563,14,5.045369,4.294675,1.921167,6.966536,3,3.129064,1.0430213333333334,"{""policy0"": {""cur_khz"": 2160000, ""max_khz"": 2160000, ""min_khz"": 2160000}, ""policy10"": {""cur_khz"": 2160000, ""max_khz"": 2160000, ""min_khz"": 2160000}, ""policy12"": {""cur_khz"": 2160000, ""max_khz"": 2160000, ""min_khz"": 2160000}, ""policy2"": {""cur_khz"": 2160000, ""max_khz"": 2160000, ""min_khz"": 2160000}, ""policy4"": {""cur_khz"": 2160000, ""max_khz"": 2160000, ""min_khz"": 2160000}, ""policy6"": {""cur_khz"": 2160000, ""max_khz"": 2160000, ""min_khz"": 2160000}, ""policy8"": {""cur_khz"": 2160000, ""max_khz"": 2160000, ""min_khz"": 2160000}}"
cpu,1.836GHz,2.430GHz,1,1.235056,0.757816,14,3.493232,2.258176,2.520102,6.013334,2,3.30176,1.65088,"{""policy0"": {""cur_khz"": 2430000, ""max_khz"": 2430000, ""min_khz"": 2430000}, ""policy10"": {""cur_khz"": 2430000, ""max_khz"": 2430000, ""min_khz"": 2430000}, ""policy12"": {""cur_khz"": 2430000, ""max_khz"": 2430000, ""min_khz"": 2430000}, ""policy2"": {""cur_khz"": 2430000, ""max_khz"": 2430000, ""min_khz"": 2430000}, ""policy4"": {""cur_khz"": 2430000, ""max_khz"": 2430000, ""min_khz"": 2430000}, ""policy6"": {""cur_khz"": 2430000, ""max_khz"": 2430000, ""min_khz"": 2430000}, ""policy8"": {""cur_khz"": 2430000, ""max_khz"": 2430000, ""min_khz"": 2430000}}"
cpu,1.836GHz,2.601GHz,1,0.672972,0.269091,14,6.677702,6.00473,1.72651,8.404212,3,5.020037,1.6733456666666668,"{""policy0"": {""cur_khz"": 2601000, ""max_khz"": 2601000, ""min_khz"": 2601000}, ""policy10"": {""cur_khz"": 2601000, ""max_khz"": 2601000, ""min_khz"": 2601000}, ""policy12"": {""cur_khz"": 2601000, ""max_khz"": 2601000, ""min_khz"": 2601000}, ""policy2"": {""cur_khz"": 2601000, ""max_khz"": 2601000, ""min_khz"": 2601000}, ""policy4"": {""cur_khz"": 2601000, ""max_khz"": 2601000, ""min_khz"": 2601000}, ""policy6"": {""cur_khz"": 2601000, ""max_khz"": 2601000, ""min_khz"": 2601000}, ""policy8"": {""cur_khz"": 2601000, ""max_khz"": 2601000, ""min_khz"": 2601000}}"
cpu,2.160GHz,648MHz,1,0.578435,0.224989,14,9.266443,8.688008,3.14613,12.412573,3,7.614482999999999,2.5381609999999997,"{""policy0"": {""cur_khz"": 648000, ""max_khz"": 648000, ""min_khz"": 648000}, ""policy10"": {""cur_khz"": 648000, ""max_khz"": 648000, ""min_khz"": 648000}, ""policy12"": {""cur_khz"": 648000, ""max_khz"": 648000, ""min_khz"": 648000}, ""policy2"": {""cur_khz"": 648000, ""max_khz"": 648000, ""min_khz"": 648000}, ""policy4"": {""cur_khz"": 648000, ""max_khz"": 648000, ""min_khz"": 648000}, ""policy6"": {""cur_khz"": 648000, ""max_khz"": 648000, ""min_khz"": 648000}, ""policy8"": {""cur_khz"": 648000, ""max_khz"": 648000, ""min_khz"": 648000}}"
cpu,2.160GHz,972MHz,1,0.560843,0.216696,14,7.499147,6.938304,2.922815,10.421962,3,5.986815,1.995605,"{""policy0"": {""cur_khz"": 972000, ""max_khz"": 972000, ""min_khz"": 972000}, ""policy10"": {""cur_khz"": 972000, ""max_khz"": 972000, ""min_khz"": 972000}, ""policy12"": {""cur_khz"": 972000, ""max_khz"": 972000, ""min_khz"": 972000}, ""policy2"": {""cur_khz"": 972000, ""max_khz"": 972000, ""min_khz"": 972000}, ""policy4"": {""cur_khz"": 972000, ""max_khz"": 972000, ""min_khz"": 972000}, ""policy6"": {""cur_khz"": 972000, ""max_khz"": 972000, ""min_khz"": 972000}, ""policy8"": {""cur_khz"": 972000, ""max_khz"": 972000, ""min_khz"": 972000}}"
cpu,2.160GHz,1.242GHz,1,0.884425,0.274647,14,7.494777,6.610352,3.321962,10.816739,3,6.292261999999999,2.0974206666666664,"{""policy0"": {""cur_khz"": 1242000, ""max_khz"": 1242000, ""min_khz"": 1242000}, ""policy10"": {""cur_khz"": 1242000, ""max_khz"": 1242000, ""min_khz"": 1242000}, ""policy12"": {""cur_khz"": 1242000, ""max_khz"": 1242000, ""min_khz"": 1242000}, ""policy2"": {""cur_khz"": 1242000, ""max_khz"": 1242000, ""min_khz"": 1242000}, ""policy4"": {""cur_khz"": 1242000, ""max_khz"": 1242000, ""min_khz"": 1242000}, ""policy6"": {""cur_khz"": 1242000, ""max_khz"": 1242000, ""min_khz"": 1242000}, ""policy8"": {""cur_khz"": 1242000, ""max_khz"": 1242000, ""min_khz"": 1242000}}"
cpu,2.160GHz,1.566GHz,1,0.628861,0.253593,14,8.270416,7.641555,2.331388,10.601804,3,6.545148,2.181716,"{""policy0"": {""cur_khz"": 1566000, ""max_khz"": 1566000, ""min_khz"": 1566000}, ""policy10"": {""cur_khz"": 1566000, ""max_khz"": 1566000, ""min_khz"": 1566000}, ""policy12"": {""cur_khz"": 1566000, ""max_khz"": 1566000, ""min_khz"": 1566000}, ""policy2"": {""cur_khz"": 1566000, ""max_khz"": 1566000, ""min_khz"": 1566000}, ""policy4"": {""cur_khz"": 1566000, ""max_khz"": 1566000, ""min_khz"": 1566000}, ""policy6"": {""cur_khz"": 1566000, ""max_khz"": 1566000, ""min_khz"": 1566000}, ""policy8"": {""cur_khz"": 1566000, ""max_khz"": 1566000, ""min_khz"": 1566000}}"
cpu,2.160GHz,1.836GHz,1,1.333462,0.971943,14,3.237934,1.904472,2.695297,5.933231,2,3.004938,1.502469,"{""policy0"": {""cur_khz"": 1836000, ""max_khz"": 1836000, ""min_khz"": 1836000}, ""policy10"": {""cur_khz"": 1836000, ""max_khz"": 1836000, ""min_khz"": 1836000}, ""policy12"": {""cur_khz"": 1836000, ""max_khz"": 1836000, ""min_khz"": 1836000}, ""policy2"": {""cur_khz"": 1836000, ""max_khz"": 1836000, ""min_khz"": 1836000}, ""policy4"": {""cur_khz"": 1836000, ""max_khz"": 1836000, ""min_khz"": 1836000}, ""policy6"": {""cur_khz"": 1836000, ""max_khz"": 1836000, ""min_khz"": 1836000}, ""policy8"": {""cur_khz"": 1836000, ""max_khz"": 1836000, ""min_khz"": 1836000}}"
cpu,2.160GHz,2.430GHz,1,0.688407,0.25574800000000003,14,4.789777,4.10137,2.017222,6.806999,3,3.330384,1.110128,"{""policy0"": {""cur_khz"": 2430000, ""max_khz"": 2430000, ""min_khz"": 2430000}, ""policy10"": {""cur_khz"": 2430000, ""max_khz"": 2430000, ""min_khz"": 2430000}, ""policy12"": {""cur_khz"": 2430000, ""max_khz"": 2430000, ""min_khz"": 2430000}, ""policy2"": {""cur_khz"": 2430000, ""max_khz"": 2430000, ""min_khz"": 2430000}, ""policy4"": {""cur_khz"": 2430000, ""max_khz"": 2430000, ""min_khz"": 2430000}, ""policy6"": {""cur_khz"": 2430000, ""max_khz"": 2430000, ""min_khz"": 2430000}, ""policy8"": {""cur_khz"": 2430000, ""max_khz"": 2430000, ""min_khz"": 2430000}}"
cpu,2.160GHz,2.601GHz,1,0.611324,0.238072,14,5.569027,4.957703,2.456351,8.025378,3,4.709114,1.5697046666666665,"{""policy0"": {""cur_khz"": 2601000, ""max_khz"": 2601000, ""min_khz"": 2601000}, ""policy10"": {""cur_khz"": 2601000, ""max_khz"": 2601000, ""min_khz"": 2601000}, ""policy12"": {""cur_khz"": 2601000, ""max_khz"": 2601000, ""min_khz"": 2601000}, ""policy2"": {""cur_khz"": 2601000, ""max_khz"": 2601000, ""min_khz"": 2601000}, ""policy4"": {""cur_khz"": 2601000, ""max_khz"": 2601000, ""min_khz"": 2601000}, ""policy6"": {""cur_khz"": 2601000, ""max_khz"": 2601000, ""min_khz"": 2601000}, ""policy8"": {""cur_khz"": 2601000, ""max_khz"": 2601000, ""min_khz"": 2601000}}"
cpu,2.430GHz,648MHz,1,0.522158,0.21199,14,8.958222,8.436064,3.733508,12.69173,3,7.980665,2.6602216666666667,"{""policy0"": {""cur_khz"": 648000, ""max_khz"": 648000, ""min_khz"": 648000}, ""policy10"": {""cur_khz"": 648000, ""max_khz"": 648000, ""min_khz"": 648000}, ""policy12"": {""cur_khz"": 648000, ""max_khz"": 648000, ""min_khz"": 648000}, ""policy2"": {""cur_khz"": 648000, ""max_khz"": 648000, ""min_khz"": 648000}, ""policy4"": {""cur_khz"": 648000, ""max_khz"": 648000, ""min_khz"": 648000}, ""policy6"": {""cur_khz"": 648000, ""max_khz"": 648000, ""min_khz"": 648000}, ""policy8"": {""cur_khz"": 648000, ""max_khz"": 648000, ""min_khz"": 648000}}"
cpu,2.430GHz,972MHz,1,0.597723,0.239056,14,8.533018,7.935295,3.153277,11.686295,3,7.434105000000001,2.478035,"{""policy0"": {""cur_khz"": 972000, ""max_khz"": 972000, ""min_khz"": 972000}, ""policy10"": {""cur_khz"": 972000, ""max_khz"": 972000, ""min_khz"": 972000}, ""policy12"": {""cur_khz"": 972000, ""max_khz"": 972000, ""min_khz"": 972000}, ""policy2"": {""cur_khz"": 972000, ""max_khz"": 972000, ""min_khz"": 972000}, ""policy4"": {""cur_khz"": 972000, ""max_khz"": 972000, ""min_khz"": 972000}, ""policy6"": {""cur_khz"": 972000, ""max_khz"": 972000, ""min_khz"": 972000}, ""policy8"": {""cur_khz"": 972000, ""max_khz"": 972000, ""min_khz"": 972000}}"
