config_name,cpu_label,gpu_label,emc_label,mode,view_label,view_keys,num_views,denoising_steps,text_length_target,text_label,image_h,image_w,image_label,actual_text_chars,actual_text_words,duration_s_mean,duration_s_std,gpu_power_mean_w_mean,gpu_power_mean_w_std,cpu_soc_mss_power_mean_w_mean,cpu_soc_mss_power_mean_w_std,vin_power_mean_w_mean,vin_power_mean_w_std,gpu_energy_j_mean,gpu_energy_j_std,cpu_soc_mss_energy_j_mean,cpu_soc_mss_energy_j_std,vin_energy_j_mean,vin_energy_j_std,telemetry_samples_mean,telemetry_samples_std,data_processing_median_ms_mean,data_processing_median_ms_std,data_processing_mean_ms_mean,data_processing_mean_ms_std,data_processing_std_ms_mean,data_processing_std_ms_std,data_processing_min_ms_mean,data_processing_min_ms_std,data_processing_max_ms_mean,data_processing_max_ms_std,backbone_median_ms_mean,backbone_median_ms_std,backbone_mean_ms_mean,backbone_mean_ms_std,backbone_std_ms_mean,backbone_std_ms_std,backbone_min_ms_mean,backbone_min_ms_std,backbone_max_ms_mean,backbone_max_ms_std,action_head_median_ms_mean,action_head_median_ms_std,action_head_mean_ms_mean,action_head_mean_ms_std,action_head_std_ms_mean,action_head_std_ms_std,action_head_min_ms_mean,action_head_min_ms_std,action_head_max_ms_mean,action_head_max_ms_std,e2e_median_ms_mean,e2e_median_ms_std,e2e_mean_ms_mean,e2e_mean_ms_std,e2e_std_ms_mean,e2e_std_ms_std,e2e_min_ms_mean,e2e_min_ms_std,e2e_max_ms_mean,e2e_max_ms_std
all_default,default,default,default,tensorrt,both_views,"image,wrist_image",2,1,8,8_words,-1,-1,orig,35,8,2.915004869666667,0.3961764137324812,23.870911662622863,2.6628111097062557,12.332694775621086,0.6142345575103533,10.504923246194684,0.4803888640079296,68.67533785672127,0.9544827154782928,35.69527189819408,2.845813269260779,30.445262420111092,2.541910120944963,617.0,76.26925986267338,10.501969166701505,0.5813084249363312,10.419391283388299,0.28720049251188484,1.8362915018246475,0.25814085237055273,8.052682665947941,0.04096002295948943,13.916754333574014,1.0679430182898035,49.12237999966843,2.0840052483201337,49.42957736663326,1.7603088221400254,4.062604987906681,1.3588670256923767,44.24987099991995,0.3982282853842718,59.43429099958545,4.405825472743468,14.546471833151978,0.15098921915805635,14.759403200029434,0.46855656022026165,0.6493793115371981,0.5060338921803247,13.962114999837164,0.13108184339187445,16.4713186671482,1.6206031876715323,73.86545900044439,2.1979931904095187,74.608371850051,2.0389961008562727,4.920128753679292,1.2150092019935383,66.83452299936714,0.6168470022914501,86.78840633486591,3.8423194155771796
all_default,default,default,default,tensorrt,both_views,"image,wrist_image",2,1,64,64_words,-1,-1,orig,357,64,2.7865507143333335,0.10237930637867972,25.821780077246444,0.5140076752785091,12.47791997278613,0.19243742337478437,10.719764892187682,0.11364560990010233,72.02281523203644,1.7021050285736425,34.75343973264514,1.1261789095920416,29.892022048196836,0.8876587295305212,598.0,21.702534414210707,10.803506499845147,0.6936652744915992,11.599662849918483,1.6517120775044751,1.833808866111303,1.6784314046703799,9.24844533195331,0.441091164164815,15.12409966623333,4.551046154456,49.54307616662845,3.451074500836016,50.25421691680094,3.770133548408812,4.143493034077264,2.0040193787056717,44.810178333743046,1.398427286037442,60.51382200106067,7.987742144090505,14.513144833472325,0.09356343928556542,14.537519850061168,0.09492138863685518,0.3314471003012455,0.08900725100524366,14.005590000427523,0.24876490037993615,15.108004000164025,0.14105493332454688,75.54238100055954,2.7848706334335973,76.39139961678059,2.914359016379988,4.728237731738959,1.9564261055362484,69.08864966620361,0.6821262432298579,86.58006166721559,7.34303050736979
all_default,default,default,default,tensorrt,both_views,"image,wrist_image",2,1,128,128_words,-1,-1,orig,741,128,2.9023065559999996,0.13660935420724585,26.980274994773016,0.867452522909932,12.509867119454247,0.305085152215202,10.789932511623439,0.19135186929614886,78.30929581650736,1.3906129238655756,36.26204265580307,0.8372420827117447,31.322439969695434,0.9611858440473436,630.6666666666666,12.423096769056166,10.941527833286576,0.11456654971203757,11.180122383363292,0.3156755972366767,1.8768508421400476,0.32695144700775053,8.559725333422344,0.6354162136861561,14.984309332551978,0.759600855211825,52.00800183289781,3.6358650738545095,52.77517139990474,3.6376215380210657,3.997835873168887,2.1164290024055683,47.25006266623192,1.5141398492021474,63.358356666261294,8.219743006955786,14.770998666790547,0.16292476454340954,14.885600366596918,0.1859675518146744,0.3611733754965789,0.11935086443264689,14.411165999869505,0.08295710343627445,15.697033666583593,0.4434547062113193,77.7814054990813,4.186261087301078,78.84089414986495,4.014649457932099,4.646471092461901,1.9224666533553343,71.77537766559301,1.3787708162931096,90.39946266663416,6.930014404838698
all_default,default,default,default,tensorrt,both_views,"image,wrist_image",2,1,256,256_words,-1,-1,orig,1509,256,3.1835006606666667,0.11597647770438217,28.447585780849987,0.7206536215223901,12.510482905463562,0.14259684787246113,11.06053256437356,0.14678788967996867,90.62397663438772,1.0267701410597267,39.81815212257089,1.0163635744949162,35.22949908701502,0.8091265069396938,694.0,19.672315572906,11.406953499620917,0.2391229141297108,11.597567133352035,0.5564452616407564,1.5040315649639069,0.8003097916447002,9.165436000936703,0.5979231412896434,14.745594665631264,2.92134169765579,59.47144300019621,1.7472041340741946,59.594643883398625,1.5097071330946268,2.8821151987361624,0.5668991037924779,55.373985667150315,0.6707075573590378,67.4022266666725,4.153685028278568,15.273489666469686,0.1666855948546419,15.587684216764805,0.6266405938990278,1.5519092029131152,2.163347946553518,14.793214666497079,0.11280382353453186,21.843218333136367,10.460643831402185,86.35249816658568,2.381025016974115,86.77989523351546,2.274191773118335,4.445622387909357,0.5819227858219332,80.79626266711178,1.6442440452217233,100.02630400049384,7.10484105342042
all_default,default,default,default,tensorrt,both_views,"image,wrist_image",2,2,8,8_words,-1,-1,orig,35,8,3.228354883,0.0628945539679473,25.92130790628323,0.6507358224887262,12.840919792595594,0.1883959284926028,11.377187987022504,0.1439251000218725,83.48912122257008,0.7671577346818762,41.38068740100962,0.2972738195807564,36.691317285131596,0.33924659824262804,703.0,14.177446878757825,10.574256666283569,1.2331067835665268,10.534659066737126,0.23312083481371723,2.0367609429685305,0.34290480510762106,8.090429334212482,0.2863603200044282,14.453527000417429,1.6805840029197283,51.338698833205854,3.848550748494927,52.55227521674897,3.304347264063119,6.235430335611549,2.2336217501121047,45.4872959999193,0.26954171557245354,66.61672233349236,7.129653623395954,27.757318333290943,0.2316755566857005,27.797401083383495,0.22284574881933158,0.40801743229784154,0.07220688687039814,27.001374000368134,0.1059828249624528,28.694277999723756,0.4465868958431166,90.7436164995185,4.017850842225198,90.88433536686959,3.6828424205445662,5.949552276724127,1.7299593390207504,82.29687866635989,1.9349526602100136,104.47984766688023,8.059093223766801
all_default,default,default,default,tensorrt,both_views,"image,wrist_image",2,2,64,64_words,-1,-1,orig,357,64,3.3227010606666667,0.142570980052938,26.140404711801406,0.7398606654367116,12.811252977581299,0.2592009648611329,11.273175415908737,0.19932854032014058,86.71747158784058,1.5703729531763326,42.49985015079891,1.0338243919320802,37.43326066993334,0.9986744407869778,699.6666666666666,24.37895267096874,9.878792500179165,0.6819037028998599,10.221901650129439,0.6760484663206867,1.5313180095147592,0.29028130783075745,8.205932334021782,0.29336726063409857,13.1102596672766,0.9925237738697985,54.20017216662624,4.341917420906936,55.476221249985734,4.5661068319027445,7.405230447624227,3.3505752167277514,45.18533099993268,0.9032794659925528,70.25964533386286,11.61005251834554,28.11638516656482,0.2390154440176432,28.100833199975266,0.19343727249106996,0.4334372685441199,0.09528341296069563,27.397130334065878,0.07051695384452647,28.927307333409164,0.3771614219256531,92.97544433320581,3.745984373579838,93.79895610009044,4.3041673045329,7.854502738947045,3.9245047921807372,83.15321800061308,1.3345260486281998,109.1381203320149,11.881952879376064
all_default,default,default,default,tensorrt,both_views,"image,wrist_image",2,2,128,128_words,-1,-1,orig,741,128,3.338398790333333,0.18055120354145757,27.604436919858074,1.0249386992243545,12.958920673989681,0.35456090918820854,11.44120951982733,0.2527547891523389,92.07695120485194,1.450357277733338,43.1992517510343,1.092745167012408,38.18332313349698,1.1935923951867977,700.6666666666666,22.501851775650216,10.22933266600982,0.699667773928365,9.967864816523312,0.20164267151702636,1.5730089718562075,0.10420980905132872,7.896497667388758,0.4032616407624652,12.832334000146753,0.5831062843735154,55.46629616674181,4.206009761240036,56.39092658317774,5.421410318229584,6.196315349547679,5.595417416203197,48.40444766705332,1.5660723595275392,70.07570033298786,18.4439626046931,28.482067666421546,0.21147062511280093,28.613631033264635,0.23405799996605517,0.5219972005312427,0.16494177366486515,27.697968333692796,0.07585475611800033,29.90484799981156,0.7319375236114672,93.80246933293772,5.813118209037144,94.97242243296569,5.796497151628696,6.440169842635861,5.957552646251402,86.87069899860944,0.42703774315769993,109.69886733316041,19.509303911463622
all_default,default,default,default,tensorrt,both_views,"image,wrist_image",2,2,256,256_words,-1,-1,orig,1509,256,3.7764673336666665,0.23129644467809032,28.44953929218296,0.8608031607938044,12.83593326095773,0.2173250425508703,11.525033038334328,0.20661454882468833,107.00732648740762,3.244705116329397,48.33950130015128,2.225594385199991,43.42758442593729,1.8718778825645153,791.3333333333334,18.610033136277156,12.02623833372248,0.2506848187543591,12.194692466619017,0.24130104689528323,1.5967922039397504,0.6161002575009391,9.870668666432417,0.6486834023944961,15.98476033298842,1.8871449898794221,63.47685966647987,4.080278568666733,66.31816183341168,6.048429278943689,8.073379088626826,5.037742357056089,57.13317833336381,0.7725666057501301,84.80594433300818,18.38155898734103,29.58122733283138,0.3733773135786401,29.71080501671774,0.35262994427803424,0.6176409826382747,0.1697892635416668,28.91487500043392,0.22855219903106885,31.09880800002429,0.7096412314172703,105.89828566601985,5.136449857509722,108.22365931674842,6.272328096760228,8.415712994625714,5.345354313709436,98.00611966784345,0.2379802876632647,127.8461719994084,18.06736011055976
all_default,default,default,default,tensorrt,both_views,"image,wrist_image",2,4,8,8_words,-1,-1,orig,35,8,3.87834046,0.1707916651894346,28.06754390927779,0.7241101884396648,14.008272979849048,0.3045115289873919,12.452706246056024,0.21322749023156076,108.63346642019677,2.124832073594527,54.233292351733006,1.3433730561379593,48.251289373817144,1.33337504162106,843.3333333333334,25.501633934580234,9.855884666649217,0.6730249525834818,10.205624783429812,0.6386284907032408,1.4171029089880491,0.3655306915414442,7.974034332922504,0.4074576008596042,13.04363866620406,0.5731222626793895,50.170764333718886,5.524947409479111,51.14048281681486,5.465073149681175,6.04847786300806,2.6442434914608883,44.29142966667617,2.586650090389618,66.3125370004612,12.825168350654463,54.02717066651045,0.44430023517539236,52.54330294995574,1.802028133978542,2.4863850439034985,1.792994718903858,48.744567333415034,4.008468759845702,55.32352799976555,0.2586890144980395,113.7357225006781,4.409361018703772,113.88941055020041,6.458660213410606,7.600470018289104,1.4056778002274224,104.41908199936734,7.270923946070654,129.99331433335706,13.084476501916907
all_default,default,default,default,tensorrt,both_views,"image,wrist_image",2,4,64,64_words,-1,-1,orig,357,64,3.730619033,0.16076323186330388,29.66086166944454,0.8052632156868462,14.350753308274875,0.3218560486376146,12.642328966509671,0.17650416153144527,110.43246886286033,1.6331822631406987,53.42389051290346,1.0530174338412532,47.116783568416274,1.327138247158307,822.0,33.15116890850155,9.675208000468652,0.7819521388780349,10.283894233301302,0.708746632235257,1.5446083714623018,0.2274587476157686,8.508959000513036,0.876030607250434,13.185767999554324,0.4890615035857691,45.58519383378249,2.0153580591297473,48.40080828353166,4.671215666851858,7.412907030378606,5.033731830338946,41.016206333248796,1.007451831115037,68.65555000088837,18.836024166439305,49.116930999844044,3.934802535314572,49.55914169998626,1.6292578878167805,3.506599452069899,0.5746019700498041,46.18368100030542,0.019676210316436064,55.22683566717509,0.2132575206935728,106.40902766681393,4.0410216438202395,108.24384421681923,5.517728126942716,9.257410207464678,4.729743188061512,97.70545133263415,1.040272958745605,131.8350410013712,18.82223190318914
