config_name,cpu_label,gpu_label,emc_label,mode,view_label,view_keys,num_views,denoising_steps,text_length_target,text_label,image_h,image_w,image_label,actual_text_chars,actual_text_words,duration_s_mean,duration_s_std,gpu_power_mean_w_mean,gpu_power_mean_w_std,cpu_soc_mss_power_mean_w_mean,cpu_soc_mss_power_mean_w_std,vin_power_mean_w_mean,vin_power_mean_w_std,gpu_energy_j_mean,gpu_energy_j_std,cpu_soc_mss_energy_j_mean,cpu_soc_mss_energy_j_std,vin_energy_j_mean,vin_energy_j_std,telemetry_samples_mean,telemetry_samples_std,data_processing_median_ms_mean,data_processing_median_ms_std,data_processing_mean_ms_mean,data_processing_mean_ms_std,data_processing_std_ms_mean,data_processing_std_ms_std,data_processing_min_ms_mean,data_processing_min_ms_std,data_processing_max_ms_mean,data_processing_max_ms_std,backbone_median_ms_mean,backbone_median_ms_std,backbone_mean_ms_mean,backbone_mean_ms_std,backbone_std_ms_mean,backbone_std_ms_std,backbone_min_ms_mean,backbone_min_ms_std,backbone_max_ms_mean,backbone_max_ms_std,action_head_median_ms_mean,action_head_median_ms_std,action_head_mean_ms_mean,action_head_mean_ms_std,action_head_std_ms_mean,action_head_std_ms_std,action_head_min_ms_mean,action_head_min_ms_std,action_head_max_ms_mean,action_head_max_ms_std,e2e_median_ms_mean,e2e_median_ms_std,e2e_mean_ms_mean,e2e_mean_ms_std,e2e_std_ms_mean,e2e_std_ms_std,e2e_min_ms_mean,e2e_min_ms_std,e2e_max_ms_mean,e2e_max_ms_std,_score,selection_metric,default_e2e_median_ms_mean,default_vin_energy_j_mean,latency_gain_pct,energy_gain_pct,tradeoff_score,default_tradeoff_score,tradeoff_gain_pct
cpu_2.601GHz_gpu_1.575GHz_emc_4.266GHz,2.601GHz,1.575GHz,4.266GHz,tensorrt,both_views,"image,wrist_image",2,1,64,64_words,-1,-1,orig,357,64,1.973281776,0.008195165843646025,34.5779515490628,0.39469627933129875,17.3530294742491,0.18344989059817504,12.830104860483031,0.35446110494464056,68.06424615688614,1.0242864765260618,34.227288469832146,0.48892299773263176,25.28396662079746,0.7858289399691426,500.6666666666667,2.5166114784235822,9.076448501825022,0.13322389172253843,8.887962749334596,0.21687917590779626,0.44972452528848406,0.6578947777781032,8.001865329182086,1.5597526517128046,9.467331998166628,0.4645990016467626,38.101468002423644,0.19823434704528844,38.23480528420381,0.2920812271315183,0.5370134869044652,0.34321645821821267,37.77380133396946,0.10231360520208464,40.06863766699098,1.5090616765975506,12.091906333807856,0.004369158993801263,12.101456899593662,0.02509547407624596,0.11926800510616786,0.03319810573489062,11.909536668099463,0.00990342171929582,12.421384667201588,0.14077863685884276,59.29105667261562,0.31599323137136975,59.224224933132064,0.3780436338658424,0.9190189637179623,0.5269772643815028,57.93320066974653,1.373825821941615,61.36576132848859,1.7567637517449248,59.29105667261562,best_latency,73.46410432971122,29.771325757497408,19.29248003009215,15.07275548711458,1499.1130978222238,2187.1237814826086,31.457327174870535
cpu_2.601GHz_gpu_1.404GHz_emc_4.266GHz,2.601GHz,1.404GHz,4.266GHz,tensorrt,both_views,"image,wrist_image",2,2,64,64_words,-1,-1,orig,357,64,2.3111213103333332,0.01411296336516333,33.91220875860936,0.5092283141321822,17.27772815199585,0.2117625459502688,13.337595024139992,0.14976055605416752,78.22569937782997,0.8494051392857265,39.92034289145813,0.6686279241851715,30.79618986154117,0.22615192758296976,596.6666666666666,2.0816659994661215,7.064839165347318,1.8436466222362957,6.830491966199285,1.3857649193482866,0.5557805328999786,0.7184112174205388,5.86808699881658,0.021918281549877988,7.46281733639383,1.727441860868702,39.33593883508971,0.1986222941071214,39.378403167696284,0.12552822650929552,0.43359926037743773,0.07799384688463049,38.80173233725751,0.07381089257967138,40.41229499853216,0.5447306289157758,24.038036504255917,0.061555225672715395,24.047622349462472,0.062242363732081626,0.1581213537189918,0.009513246530979045,23.79753166557445,0.03629995353344036,24.339582659498166,0.06080964914838794,70.4048490030497,1.5580005699556945,70.25651748335804,1.3185478535253887,0.9202045070597292,0.6378259796711864,68.76932765590027,0.053045014816622854,71.94215166964568,1.849729718014117,70.4048490030497,best_latency,86.27880300021691,35.57164795296046,18.398440225378764,13.424899790232667,2168.201097071056,3069.0792061265447,29.353367852388473
cpu_2.601GHz_gpu_1.575GHz_emc_4.266GHz,2.601GHz,1.575GHz,4.266GHz,tensorrt,both_views,"image,wrist_image",2,4,64,64_words,-1,-1,orig,357,64,3.0544641830000003,0.0055713651958173025,35.179851446895015,0.11187400586286625,18.10082656567764,0.0649047035561015,14.24487807355397,0.028657363958566263,107.19638871468378,0.14779308189911022,55.26891484304395,0.22704914355625025,43.459679136543606,0.1713054454173287,791.6666666666666,5.033222956847153,9.170096166296085,0.16141301486696455,9.172817133852126,0.13204073236558025,0.15397032205014596,0.06875779769987497,8.932651006034575,0.009607944287393647,9.626601667453846,0.39338624791602683,38.36711333375812,0.11048469682826696,38.472438132885145,0.1718370548684002,0.5040724159893202,0.24319325111597298,37.91014699769827,0.08283445717503066,39.85019933315925,0.9919030980243524,46.43438583055589,0.08578985173996127,46.49808215011338,0.10816496446934803,0.29621113623180906,0.1153305750951215,46.0554666739578,0.04010014026821372,47.25185133186945,0.45900726441913153,93.99289682914969,0.1213255599234043,94.14333741685066,0.1298970260409337,0.6603367811725108,0.23074912339636017,93.19452467510321,0.1358681474039631,95.83740433057149,0.7876075813028492,93.99289682914969,best_latency,117.91095966570235,50.30187226445432,20.284851301663938,13.602263335127843,4084.901137309092,5931.142031683385,31.127915745600347
cpu_2.601GHz_gpu_1.575GHz_emc_4.266GHz,2.601GHz,1.575GHz,4.266GHz,tensorrt,both_views,"image,wrist_image",2,8,64,64_words,-1,-1,orig,357,64,4.399798652,0.029890491820577066,36.293911574910034,0.13742238499815235,18.920543374550196,0.030002653277599788,15.335026192341815,0.019510265165498406,159.30682788646803,0.8241184036864608,83.2118017351067,0.6856521207446639,67.38183874300819,0.5183206552238916,1161.3333333333333,9.609023536933075,9.161193838129597,0.09281971997886479,9.145434001887528,0.11940175518335848,0.29502791357034475,0.24510089190280954,8.219006335518012,1.3855541525469175,9.598793335802233,0.24130927081865525,38.17852549642945,0.3162458822562921,38.38224581534936,0.379267609986491,0.6017524169537719,0.15469780604315975,37.88594033297462,0.25011059174997413,40.642058001443125,0.9552197978298609,91.74796632578364,0.35537585243976777,91.85000944950541,0.32256936025272787,0.4261171169518289,0.10041445733084155,91.39860333622589,0.38999721915159585,93.14951433043461,0.8870492956856724,139.22829100435288,0.5102659564008818,139.3776892667423,0.7338983739181496,0.9932586620007271,0.29139610248988956,137.7418943302473,1.4409024141502544,142.74840499759497,1.646163067498863,139.22829100435288,best_latency,169.0514923344987,74.71803450065819,17.64148953570624,9.81850741481346,9381.458252919923,12631.195236636828,25.727865992372838
cpu_2.601GHz_gpu_1.575GHz_emc_4.266GHz,2.601GHz,1.575GHz,4.266GHz,tensorrt,image_only,image,1,1,64,64_words,-1,-1,orig,357,64,1.6993569326666667,0.029873576873823585,27.59329898070594,2.330255245711451,16.24070451934814,1.131419224838211,12.765953216354253,0.7351902932397811,46.80594847146201,3.3488038246801906,27.57860077738489,1.5990895564990215,21.671282968121442,0.9784769173855608,432.3333333333333,9.504384952922162,5.14192750173,0.19350197627214416,4.994685616111383,0.3139865769144552,0.3848619968449835,0.26006815083341206,4.1665519966045395,0.7757416179543374,5.39923066389747,0.13045479838591484,35.061195834714454,0.1888415290014299,35.28425114879307,0.2884480734684165,0.7002046751719696,0.25541610428290007,34.57865433301777,0.1142473482883125,37.579472996488526,1.1002173305271523,11.98830116239454,0.025337503538857026,11.977905282644011,0.03675053070839408,0.1336227314491578,0.027104540729390766,11.747821336030029,0.010878510125146186,12.220469332532957,0.12859359588085856,52.172760835674126,0.21254179663456105,52.25684204754847,0.5064714300464713,0.877706419759852,0.28421676600272106,50.907222660801686,0.93547119796952,54.72186365902113,0.8290173977196708,52.172760835674126,best_latency,76.66477916548804,28.770282059392997,31.946897384189448,24.67476362107425,1130.6506632980181,2205.667320612167,48.7388395914478
cpu_2.601GHz_gpu_1.575GHz_emc_4.266GHz,2.601GHz,1.575GHz,4.266GHz,tensorrt,image_only,image,1,2,64,64_words,-1,-1,orig,357,64,2.032355031333333,0.007688234669181791,30.316794742317878,0.10313878101654071,17.259652031178224,0.09990318735595954,13.90936103625996,0.048849853949112974,61.554984280630755,0.03797189615138372,35.07048252892151,0.26253299900462085,28.253611777286157,0.1151060658516381,526.6666666666666,0.577350269189634,5.01065483452597,0.04094869099321886,4.880349883023882,0.1819914801440433,0.40589353228132924,0.32993958649079824,3.9685446633181223,0.7882543135672967,5.609997000040797,0.3056292849987515,34.866871831278935,0.04160872043694513,34.95444258345136,0.033414961083088154,0.34908868507705626,0.16210910573538534,34.495283330519065,0.0693435177982278,36.084737332809404,0.7640684355878673,23.451393831540674,0.03215575322146331,23.478413283252547,0.03367054613197647,0.15091035584772958,0.022064030092091243,23.179486670414917,0.09449943564174751,23.758974338610034,0.07064145086660004,63.401251167912655,0.067229939671717,63.313205749727786,0.21880753299995387,0.6277117749781878,0.1587697312619456,62.09469332922405,0.6174906082480693,64.69231898760579,0.7203125225732699,63.401251167912655,best_latency,89.48963649891084,35.03906725396289,29.152409543328183,19.365399847820733,1791.3143366924146,3135.633391818029,42.87232871780916
cpu_2.601GHz_gpu_1.575GHz_emc_4.266GHz,2.601GHz,1.575GHz,4.266GHz,tensorrt,image_only,image,1,4,64,64_words,-1,-1,orig,357,64,2.7208391916666668,0.00306817535301525,32.01622549191571,0.09553794400189933,17.884924398991902,0.04088888702662842,14.825968867135556,0.041971151514547174,87.05187478562009,0.15789921209952923,48.654679805086126,0.1125226488145194,40.323035859212816,0.07298509259055116,713.0,5.0,5.025239668611903,0.02040701560325788,5.045706566306762,0.030774427435281037,0.17485809931214677,0.11189150827384182,4.878612666895303,0.017918830936226118,5.699552998218375,0.5843162355000081,35.172605496579,0.16660477669338467,35.27342784946086,0.22121913344743976,0.6403482502267138,0.4148513292119938,34.5837039979718,0.08406549846938532,37.429981670963265,2.378350438944813,45.87765099616566,0.0643145306894003,45.908161415961025,0.06308488134883583,0.21840811506291838,0.06410921904073119,45.598051665971674,0.01915474898822032,46.478636000150196,0.3620774980696288,86.13529316789936,0.1621357853296349,86.22729583172865,0.2116643345218772,0.7373181329552373,0.3034651050899309,85.3518586663995,0.12082430056299973,88.7758136765721,1.7372636859513977,86.13529316789936,best_latency,115.27999033084295,48.040004296793846,25.281661699745978,16.06362978218146,3473.236515153015,5538.051230828049,37.28413894369668
cpu_2.601GHz_gpu_1.575GHz_emc_4.266GHz,2.601GHz,1.575GHz,4.266GHz,tensorrt,image_only,image,1,8,64,64_words,-1,-1,orig,357,64,4.060792568,0.015603764384688894,34.01548348547819,0.10244832507238312,18.836301853501087,0.06707665869833183,15.798048612790794,0.04189953334083043,138.01052818095806,0.6974485372491159,76.47887793390315,0.4106787601438211,64.11813772072868,0.2765342331244015,1082.3333333333333,3.214550253664351,4.596289332160571,0.8320054441584258,4.770004317106213,0.5264295953046718,0.28283566601146826,0.356379829060499,4.475106669512267,0.8376292596941743,5.199064001014146,0.07668175429343033,34.9588413349314,0.07838633383182168,35.03311030047674,0.07077725076565088,0.4098936405615797,0.06239382050547944,34.47217066423036,0.051117342861653564,35.999726334315106,0.2625752095571499,90.78761883574771,0.06560820155182844,90.82625366621262,0.06354915910724407,0.30408768831037564,0.02170421174091673,90.3671156653824,0.10584704942754294,91.6463646669096,0.23290952141939142,130.49608467069143,0.7060761679649357,130.62936828379557,0.591187216019629,0.7560980783903722,0.3142560123820636,129.6559403417632,0.9833760101424818,132.70668133433597,0.41043172020628216,130.49608467069143,best_latency,169.4334035006856,72.85913608516663,22.980898704449753,11.997120517899635,8367.165928931265,12344.771403029401,32.22097310868012
cpu_2.601GHz_gpu_1.575GHz_emc_4.266GHz,2.601GHz,1.575GHz,4.266GHz,tensorrt,both_views,"image,wrist_image",2,1,64,64_words,-1,-1,orig,357,64,1.973281776,0.008195165843646025,34.5779515490628,0.39469627933129875,17.3530294742491,0.18344989059817504,12.830104860483031,0.35446110494464056,68.06424615688614,1.0242864765260618,34.227288469832146,0.48892299773263176,25.28396662079746,0.7858289399691426,500.6666666666667,2.5166114784235822,9.076448501825022,0.13322389172253843,8.887962749334596,0.21687917590779626,0.44972452528848406,0.6578947777781032,8.001865329182086,1.5597526517128046,9.467331998166628,0.4645990016467626,38.101468002423644,0.19823434704528844,38.23480528420381,0.2920812271315183,0.5370134869044652,0.34321645821821267,37.77380133396946,0.10231360520208464,40.06863766699098,1.5090616765975506,12.091906333807856,0.004369158993801263,12.101456899593662,0.02509547407624596,0.11926800510616786,0.03319810573489062,11.909536668099463,0.00990342171929582,12.421384667201588,0.14077863685884276,59.29105667261562,0.31599323137136975,59.224224933132064,0.3780436338658424,0.9190189637179623,0.5269772643815028,57.93320066974653,1.373825821941615,61.36576132848859,1.7567637517449248,25.28396662079746,best_energy,73.46410432971122,29.771325757497408,19.29248003009215,15.07275548711458,1499.1130978222238,2187.1237814826086,31.457327174870535
cpu_2.601GHz_gpu_1.404GHz_emc_4.266GHz,2.601GHz,1.404GHz,4.266GHz,tensorrt,both_views,"image,wrist_image",2,2,64,64_words,-1,-1,orig,357,64,2.3111213103333332,0.01411296336516333,33.91220875860936,0.5092283141321822,17.27772815199585,0.2117625459502688,13.337595024139992,0.14976055605416752,78.22569937782997,0.8494051392857265,39.92034289145813,0.6686279241851715,30.79618986154117,0.22615192758296976,596.6666666666666,2.0816659994661215,7.064839165347318,1.8436466222362957,6.830491966199285,1.3857649193482866,0.5557805328999786,0.7184112174205388,5.86808699881658,0.021918281549877988,7.46281733639383,1.727441860868702,39.33593883508971,0.1986222941071214,39.378403167696284,0.12552822650929552,0.43359926037743773,0.07799384688463049,38.80173233725751,0.07381089257967138,40.41229499853216,0.5447306289157758,24.038036504255917,0.061555225672715395,24.047622349462472,0.062242363732081626,0.1581213537189918,0.009513246530979045,23.79753166557445,0.03629995353344036,24.339582659498166,0.06080964914838794,70.4048490030497,1.5580005699556945,70.25651748335804,1.3185478535253887,0.9202045070597292,0.6378259796711864,68.76932765590027,0.053045014816622854,71.94215166964568,1.849729718014117,30.79618986154117,best_energy,86.27880300021691,35.57164795296046,18.398440225378764,13.424899790232667,2168.201097071056,3069.0792061265447,29.353367852388473
